Hugo_Symbol	project_id	altered	total	Missense_Mutation	Frame_Shift_Del	Nonsense_Mutation	Splice_Site	In_Frame_Del	Frame_Shift_Ins	Translation_Start_Site	Nonstop_Mutation	In_Frame_Ins	log_difference	GO_Cellular_Component
ANKFN1	BRCA	10	11	10	0	0	0	0	0	0	0	0	2.63768480007821	NA
ANKFY1	BRCA	7	7	5	1	1	0	0	0	0	0	0	2.07944154167984	GO:0005737: cytoplasm & GO:0016020: membrane
ANKH	BRCA	7	7	5	2	0	0	0	0	0	0	0	2.07944154167984	GO:0016020: membrane & GO:0005886: plasma membrane
ANKHD1	BRCA	18	18	12	2	2	1	0	1	0	0	0	2.94443897916644	GO:0005737: cytoplasm
ANKIB1	BRCA	6	6	6	0	0	0	0	0	0	0	0	1.94591014905531	NA
ANKK1	BRCA	6	6	5	0	0	0	1	0	0	0	0	1.94591014905531	GO:0005634: nucleus & GO:0005634: nucleus
ANKLE1	BRCA	2	2	1	1	0	0	0	0	0	0	0	1.09861228866811	GO:0005654: nucleoplasm & GO:0005829: cytosol
ANKLE2	BRCA	8	8	7	1	0	0	0	0	0	0	0	2.19722457733622	GO:0016020: membrane & GO:0005783: endoplasmic reticulum
ANKMY1	BRCA	5	5	4	0	1	0	0	0	0	0	0	1.79175946922805	NA
ANKMY2	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	GO:0005929: cilium & GO:0042995: cell projection
ANKRA2	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0005737: cytoplasm & GO:0016020: membrane
ANKRD1	BRCA	3	3	2	0	1	0	0	0	0	0	0	1.38629436111989	GO:0005634: nucleus & GO:0005737: cytoplasm
ANKRD10	BRCA	3	3	2	0	1	0	0	0	0	0	0	1.38629436111989	GO:0005654: nucleoplasm
ANKRD11	BRCA	21	24	16	2	2	0	0	1	0	0	0	3.53261994669522	GO:0005634: nucleus & GO:0005654: nucleoplasm
ANKRD12	BRCA	24	24	12	7	4	1	0	0	0	0	0	3.2188758248682	GO:0005634: nucleus & GO:0005654: nucleoplasm
ANKRD13A	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	GO:0005737: cytoplasm & GO:0005886: plasma membrane
ANKRD13B	BRCA	4	4	3	1	0	0	0	0	0	0	0	1.6094379124341	GO:0005737: cytoplasm & GO:0005886: plasma membrane
ANKRD13C	BRCA	3	3	1	0	2	0	0	0	0	0	0	1.38629436111989	GO:0016020: membrane & GO:0005783: endoplasmic reticulum
ANKRD13D	BRCA	6	6	5	1	0	0	0	0	0	0	0	1.94591014905531	GO:0005737: cytoplasm & GO:0005886: plasma membrane
ANKRD16	BRCA	2	2	1	0	1	0	0	0	0	0	0	1.09861228866811	GO:0005634: nucleus & GO:0005737: cytoplasm
ANKRD17	BRCA	17	18	16	1	0	0	0	0	0	0	0	3.0603936260077	GO:0005634: nucleus & GO:0005634: nucleus
ANKRD18A	BRCA	7	7	6	1	0	0	0	0	0	0	0	2.07944154167984	NA
ANKRD18B	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	NA
ANKRD18DP	BRCA	1	1	0	0	0	1	0	0	0	0	0	0.693147180559945	NA
ANKRD2	BRCA	3	3	1	0	2	0	0	0	0	0	0	1.38629436111989	GO:0005634: nucleus & GO:0005634: nucleus
ANKRD20A1	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0005886: plasma membrane
ANKRD20A2	BRCA	2	2	1	1	0	0	0	0	0	0	0	1.09861228866811	NA
ANKRD20A3	BRCA	1	1	0	1	0	0	0	0	0	0	0	0.693147180559945	NA
ANKRD20A4	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	NA
ANKRD24	BRCA	8	8	6	1	0	1	0	0	0	0	0	2.19722457733622	GO:0005886: plasma membrane & GO:0042995: cell projection
ANKRD26	BRCA	19	20	13	1	1	3	1	0	0	0	0	3.15340239321473	GO:0005813: centrosome
ANKRD27	BRCA	7	8	4	1	2	0	0	0	0	0	0	2.37650461906267	GO:0005886: plasma membrane & GO:0005886: plasma membrane
ANKRD28	BRCA	14	16	13	1	0	0	0	0	0	0	0	3.09491451554538	GO:0005634: nucleus & GO:0005654: nucleoplasm
ANKRD29	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0016020: membrane
ANKRD30A	BRCA	16	17	10	0	2	4	0	0	0	0	0	3.01028917805973	NA
ANKRD30B	BRCA	14	16	9	2	2	1	0	0	0	0	0	3.09491451554538	NA
ANKRD31	BRCA	4	4	2	1	1	0	0	0	0	0	0	1.6094379124341	GO:0005634: nucleus & GO:0005694: chromosome
ANKRD32	BRCA	4	4	3	0	0	1	0	0	0	0	0	1.6094379124341	NA
ANKRD33	BRCA	2	2	1	1	0	0	0	0	0	0	0	1.09861228866811	GO:0005634: nucleus & GO:0005737: cytoplasm
ANKRD34A	BRCA	4	4	3	0	0	0	1	0	0	0	0	1.6094379124341	NA
ANKRD34B	BRCA	5	6	3	0	1	0	1	0	0	0	0	2.15011136307367	GO:0005634: nucleus & GO:0005737: cytoplasm
ANKRD34C	BRCA	6	6	6	0	0	0	0	0	0	0	0	1.94591014905531	NA
ANKRD35	BRCA	6	6	6	0	0	0	0	0	0	0	0	1.94591014905531	NA
ANKRD36	BRCA	18	19	15	0	2	1	0	0	0	0	0	3.10801892245346	NA
ANKRD36BP2	BRCA	1	1	0	0	0	1	0	0	0	0	0	0.693147180559945	NA
ANKRD36C	BRCA	13	14	10	0	1	0	0	2	0	0	0	2.84206173958566	NA
ANKRD37	BRCA	2	2	1	1	0	0	0	0	0	0	0	1.09861228866811	GO:0005634: nucleus & GO:0005737: cytoplasm
ANKRD39	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	NA
ANKRD40	BRCA	6	6	4	1	0	0	0	0	1	0	0	1.94591014905531	NA
ANKRD42	BRCA	2	2	1	0	1	0	0	0	0	0	0	1.09861228866811	GO:0005634: nucleus
ANKRD44	BRCA	4	4	4	0	0	0	0	0	0	0	0	1.6094379124341	NA
ANKRD45	BRCA	3	3	2	0	1	0	0	0	0	0	0	1.38629436111989	GO:0005737: cytoplasm & GO:0005737: cytoplasm
ANKRD46	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	GO:0016020: membrane
ANKRD49	BRCA	3	3	3	0	0	0	0	0	0	0	0	1.38629436111989	GO:0005634: nucleus & GO:0005634: nucleus
ANKRD50	BRCA	10	11	7	1	2	0	0	0	0	0	0	2.63768480007821	GO:0005768: endosome
ANKRD52	BRCA	3	3	3	0	0	0	0	0	0	0	0	1.38629436111989	NA
ANKRD54	BRCA	2	2	1	0	1	0	0	0	0	0	0	1.09861228866811	GO:0005634: nucleus & GO:0005737: cytoplasm
ANKRD55	BRCA	3	3	2	0	1	0	0	0	0	0	0	1.38629436111989	NA
ANKRD6	BRCA	8	8	7	1	0	0	0	0	0	0	0	2.19722457733622	GO:0043231: intracellular membrane-bounded organelle & GO:0005634: nucleus
ANKRD62	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	NA
ANKRD65	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	NA
ANKRD7	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	GO:0005654: nucleoplasm & GO:0005813: centrosome
ANKS1A	BRCA	7	8	5	2	0	0	0	0	0	0	0	2.37650461906267	GO:0005737: cytoplasm & GO:0042995: cell projection
ANKS1B	BRCA	9	9	7	0	1	0	0	1	0	0	0	2.30258509299405	GO:0005634: nucleus & GO:0005737: cytoplasm
ANKS4B	BRCA	4	4	3	0	0	0	1	0	0	0	0	1.6094379124341	GO:0042995: cell projection & GO:0005902: microvillus
ANKS6	BRCA	7	7	5	1	1	0	0	0	0	0	0	2.07944154167984	GO:0005737: cytoplasm & GO:0005929: cilium
ANKUB1	BRCA	1	2	0	1	0	0	0	0	0	0	0	1.38629436111989	NA
ANKZF1	BRCA	3	3	2	0	0	1	0	0	0	0	0	1.38629436111989	GO:0005737: cytoplasm & GO:0005737: cytoplasm
ANLN	BRCA	8	8	5	0	3	0	0	0	0	0	0	2.19722457733622	GO:0005634: nucleus & GO:0005737: cytoplasm
ANO1	BRCA	6	10	4	1	0	1	0	0	0	0	0	3.24318358175886	GO:0005886: plasma membrane & GO:0005886: plasma membrane
ANO10	BRCA	5	5	5	0	0	0	0	0	0	0	0	1.79175946922805	GO:0005886: plasma membrane & GO:0005886: plasma membrane
ANO2	BRCA	9	9	9	0	0	0	0	0	0	0	0	2.30258509299405	GO:0005886: plasma membrane & GO:0005654: nucleoplasm
ANO3	BRCA	4	4	4	0	0	0	0	0	0	0	0	1.6094379124341	GO:0005886: plasma membrane & GO:0016020: membrane
ANO4	BRCA	13	15	10	1	1	0	0	0	1	0	0	3.04506614955607	GO:0005886: plasma membrane & GO:0005886: plasma membrane
ANO5	BRCA	11	11	10	1	0	0	0	0	0	0	0	2.484906649788	GO:0005886: plasma membrane & GO:0016020: membrane
ANO6	BRCA	8	8	7	1	0	0	0	0	0	0	0	2.19722457733622	GO:0005886: plasma membrane & GO:0005886: plasma membrane
ANO7	BRCA	2	3	2	0	0	0	0	0	0	0	0	1.64791843300216	GO:0005737: cytoplasm & GO:0005886: plasma membrane
ANO8	BRCA	7	7	6	1	0	0	0	0	0	0	0	2.07944154167984	GO:0016020: membrane & GO:0005886: plasma membrane
ANO9	BRCA	4	4	4	0	0	0	0	0	0	0	0	1.6094379124341	GO:0005886: plasma membrane & GO:0005886: plasma membrane
ANP32A	BRCA	2	2	1	0	1	0	0	0	0	0	0	1.09861228866811	GO:0005634: nucleus & GO:0005634: nucleus
ANP32B	BRCA	3	3	3	0	0	0	0	0	0	0	0	1.38629436111989	GO:0005634: nucleus & GO:0005634: nucleus
ANP32D	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	NA
ANP32E	BRCA	5	6	3	1	0	0	1	0	0	0	0	2.15011136307367	GO:0005634: nucleus & GO:0005737: cytoplasm
ANPEP	BRCA	9	9	7	1	0	0	0	1	0	0	0	2.30258509299405	GO:0005886: plasma membrane & GO:0005886: plasma membrane
ANTXR1	BRCA	2	3	2	0	0	0	0	0	0	0	0	1.64791843300216	GO:0016020: membrane & GO:0005886: plasma membrane
ANTXR2	BRCA	2	2	1	0	1	0	0	0	0	0	0	1.09861228866811	GO:0016020: membrane & GO:0005576: extracellular region
ANTXRL	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0016020: membrane
ANXA1	BRCA	5	5	5	0	0	0	0	0	0	0	0	1.79175946922805	GO:0005634: nucleus & GO:0005737: cytoplasm
ANXA10	BRCA	4	4	3	0	1	0	0	0	0	0	0	1.6094379124341	NA
ANXA11	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	GO:0005634: nucleus & GO:0005737: cytoplasm
ANXA13	BRCA	5	5	4	0	1	0	0	0	0	0	0	1.79175946922805	GO:0005886: plasma membrane & GO:0016020: membrane
ANXA2	BRCA	1	1	0	1	0	0	0	0	0	0	0	0.693147180559945	GO:0005737: cytoplasm & GO:0005576: extracellular region
ANXA3	BRCA	5	5	5	0	0	0	0	0	0	0	0	1.79175946922805	GO:0005737: cytoplasm & GO:0005886: plasma membrane
ANXA4	BRCA	5	5	3	1	0	1	0	0	0	0	0	1.79175946922805	GO:0016020: membrane & GO:0031410: cytoplasmic vesicle
ANXA5	BRCA	2	2	1	0	0	0	0	1	0	0	0	1.09861228866811	GO:0005737: cytoplasm & GO:0005737: cytoplasm
ANXA6	BRCA	5	5	5	0	0	0	0	0	0	0	0	1.79175946922805	GO:0005737: cytoplasm & GO:0042470: melanosome
ANXA7	BRCA	3	3	2	1	0	0	0	0	0	0	0	1.38629436111989	GO:0005634: nucleus & GO:0005789: endoplasmic reticulum membrane
ANXA8L1	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	NA
ANXA8L2	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	NA
ANXA9	BRCA	3	3	2	1	0	0	0	0	0	0	0	1.38629436111989	GO:0045202: synapse & GO:0005829: cytosol
AOAH	BRCA	5	5	4	1	0	0	0	0	0	0	0	1.79175946922805	GO:0005576: extracellular region & GO:0031410: cytoplasmic vesicle
AOC1	BRCA	3	3	3	0	0	0	0	0	0	0	0	1.38629436111989	GO:0005576: extracellular region & GO:0005886: plasma membrane
AOC2	BRCA	4	5	4	0	0	0	0	0	0	0	0	2.01179739054263	GO:0005737: cytoplasm & GO:0005886: plasma membrane
AOC3	BRCA	4	4	3	0	1	0	0	0	0	0	0	1.6094379124341	GO:0005737: cytoplasm & GO:0005886: plasma membrane
AOX1	BRCA	11	11	8	1	1	1	0	0	0	0	0	2.484906649788	GO:0005737: cytoplasm & GO:0005829: cytosol
AP000295.9	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	NA
AP000345.1	BRCA	1	1	0	0	0	1	0	0	0	0	0	0.693147180559945	NA
AP000350.10	BRCA	1	1	0	0	1	0	0	0	0	0	0	0.693147180559945	NA
AP000889.3	BRCA	1	1	0	1	0	0	0	0	0	0	0	0.693147180559945	NA
AP003733.1	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	NA
AP1AR	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0005794: Golgi apparatus & GO:0005768: endosome
AP1B1	BRCA	9	9	6	3	0	0	0	0	0	0	0	2.30258509299405	GO:0030117: membrane coat & GO:0030131: clathrin adaptor complex
AP1G1	BRCA	6	6	6	0	0	0	0	0	0	0	0	1.94591014905531	GO:0030117: membrane coat & GO:0005794: Golgi apparatus
AP1G2	BRCA	9	10	8	0	1	0	0	0	0	0	0	2.5584278811045	GO:0030117: membrane coat & GO:0005794: Golgi apparatus
AP1M1	BRCA	3	3	2	1	0	0	0	0	0	0	0	1.38629436111989	GO:0030131: clathrin adaptor complex & GO:0005737: cytoplasm
AP1M2	BRCA	4	4	2	1	1	0	0	0	0	0	0	1.6094379124341	GO:0005829: cytosol & GO:0043231: intracellular membrane-bounded organelle
AP1S3	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0005737: cytoplasm & GO:0030117: membrane coat
AP2A1	BRCA	6	6	5	0	1	0	0	0	0	0	0	1.94591014905531	GO:0030117: membrane coat & GO:0030131: clathrin adaptor complex
AP2A2	BRCA	5	5	4	0	1	0	0	0	0	0	0	1.79175946922805	GO:0030117: membrane coat & GO:0005794: Golgi apparatus
AP2B1	BRCA	5	5	4	0	1	0	0	0	0	0	0	1.79175946922805	GO:0030117: membrane coat & GO:0016020: membrane
AP2M1	BRCA	4	4	1	1	0	2	0	0	0	0	0	1.6094379124341	GO:0030131: clathrin adaptor complex & GO:0005737: cytoplasm
AP2S1	BRCA	2	2	1	1	0	0	0	0	0	0	0	1.09861228866811	GO:0030117: membrane coat & GO:0030122: AP-2 adaptor complex
AP3B1	BRCA	10	11	7	3	0	0	0	0	0	0	0	2.63768480007821	GO:0030117: membrane coat & GO:0030131: clathrin adaptor complex
AP3B2	BRCA	4	4	4	0	0	0	0	0	0	0	0	1.6094379124341	GO:0030117: membrane coat & GO:0030123: AP-3 adaptor complex
AP3D1	BRCA	4	5	3	1	0	0	0	0	0	0	0	2.01179739054263	GO:0030117: membrane coat & GO:0030123: AP-3 adaptor complex
AP3M1	BRCA	6	6	6	0	0	0	0	0	0	0	0	1.94591014905531	GO:0030131: clathrin adaptor complex & GO:0005737: cytoplasm
AP3M2	BRCA	4	4	2	2	0	0	0	0	0	0	0	1.6094379124341	GO:0030131: clathrin adaptor complex & GO:0005737: cytoplasm
AP3S1	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0030117: membrane coat & GO:0030123: AP-3 adaptor complex
AP3S2	BRCA	1	1	0	1	0	0	0	0	0	0	0	0.693147180559945	GO:0030117: membrane coat & GO:0030123: AP-3 adaptor complex
AP4B1	BRCA	4	4	3	0	1	0	0	0	0	0	0	1.6094379124341	GO:0030117: membrane coat & GO:0030131: clathrin adaptor complex
AP4E1	BRCA	9	9	8	0	1	0	0	0	0	0	0	2.30258509299405	GO:0030117: membrane coat & GO:0030124: AP-4 adaptor complex
AP4M1	BRCA	7	7	4	2	1	0	0	0	0	0	0	2.07944154167984	GO:0030131: clathrin adaptor complex & GO:0005737: cytoplasm
AP4S1	BRCA	3	3	1	1	1	0	0	0	0	0	0	1.38629436111989	GO:0005737: cytoplasm & GO:0016020: membrane
AP5B1	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	GO:0030119: AP-type membrane coat adaptor complex
AP5M1	BRCA	2	2	1	0	1	0	0	0	0	0	0	1.09861228866811	GO:0005737: cytoplasm & GO:0016020: membrane
AP5S1	BRCA	1	1	0	0	1	0	0	0	0	0	0	0.693147180559945	GO:0030119: AP-type membrane coat adaptor complex & GO:0005737: cytoplasm
AP5Z1	BRCA	4	4	4	0	0	0	0	0	0	0	0	1.6094379124341	GO:0044599: AP-5 adaptor complex & GO:0005634: nucleus
APAF1	BRCA	10	11	8	0	1	0	1	0	0	0	0	2.63768480007821	GO:0043293: apoptosome & GO:0005737: cytoplasm
APBA1	BRCA	9	9	6	0	3	0	0	0	0	0	0	2.30258509299405	GO:0005634: nucleus & GO:0005737: cytoplasm
APBA2	BRCA	12	12	10	1	1	0	0	0	0	0	0	2.56494935746154	GO:0098793: presynapse & GO:0098685: Schaffer collateral - CA1 synapse
APBA3	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0005737: cytoplasm & GO:0048471: perinuclear region of cytoplasm
APBB1	BRCA	3	3	3	0	0	0	0	0	0	0	0	1.38629436111989	GO:0005634: nucleus & GO:0005634: nucleus
APBB1IP	BRCA	5	5	5	0	0	0	0	0	0	0	0	1.79175946922805	GO:0005737: cytoplasm & GO:0005886: plasma membrane
APBB2	BRCA	3	3	2	1	0	0	0	0	0	0	0	1.38629436111989	GO:0005634: nucleus & GO:0005783: endoplasmic reticulum
APBB3	BRCA	3	4	3	0	0	0	0	0	0	0	0	1.84839248149319	GO:0005634: nucleus & GO:0005737: cytoplasm
APC	BRCA	16	24	13	1	1	0	0	1	0	0	0	4.24982001608432	GO:0005634: nucleus & GO:0005737: cytoplasm
APC2	BRCA	5	6	4	1	0	0	0	0	0	0	0	2.15011136307367	GO:0043231: intracellular membrane-bounded organelle & GO:0005737: cytoplasm
APCDD1	BRCA	4	4	4	0	0	0	0	0	0	0	0	1.6094379124341	GO:0005886: plasma membrane & GO:0005886: plasma membrane
APCDD1L	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	GO:0005886: plasma membrane & GO:0016020: membrane
APCS	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	GO:0005615: extracellular space & GO:0005576: extracellular region
APEH	BRCA	4	7	2	2	0	0	0	0	0	0	0	2.81651634675968	GO:0005737: cytoplasm & GO:0031965: nuclear membrane
APEX1	BRCA	4	4	3	1	0	0	0	0	0	0	0	1.6094379124341	GO:0005634: nucleus & GO:0005634: nucleus
APEX2	BRCA	7	7	6	0	1	0	0	0	0	0	0	2.07944154167984	GO:0005634: nucleus & GO:0005737: cytoplasm
APH1A	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	GO:0016020: membrane & GO:0016020: membrane
APH1B	BRCA	2	2	1	1	0	0	0	0	0	0	0	1.09861228866811	GO:0016020: membrane & GO:0070765: gamma-secretase complex
API5	BRCA	7	7	3	1	3	0	0	0	0	0	0	2.07944154167984	GO:0005634: nucleus & GO:0005634: nucleus
APLF	BRCA	7	7	7	0	0	0	0	0	0	0	0	2.07944154167984	GO:0005634: nucleus & GO:0005634: nucleus
APLN	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0005576: extracellular region & GO:0005576: extracellular region
APLNR	BRCA	5	5	5	0	0	0	0	0	0	0	0	1.79175946922805	GO:0005886: plasma membrane & GO:0005886: plasma membrane
APLP1	BRCA	6	8	6	0	0	0	0	0	0	0	0	2.59454686540708	GO:0016020: membrane & GO:0005886: plasma membrane
APLP2	BRCA	5	5	2	2	0	0	0	1	0	0	0	1.79175946922805	GO:0016020: membrane & GO:0005634: nucleus
APMAP	BRCA	5	5	4	1	0	0	0	0	0	0	0	1.79175946922805	GO:0016020: membrane & GO:0016020: membrane
APOA1	BRCA	3	3	2	1	0	0	0	0	0	0	0	1.38629436111989	GO:0005576: extracellular region & GO:0034364: high-density lipoprotein particle
APOA1BP	BRCA	1	1	0	1	0	0	0	0	0	0	0	0.693147180559945	NA
APOA2	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0005576: extracellular region & GO:0034364: high-density lipoprotein particle
APOA4	BRCA	3	3	3	0	0	0	0	0	0	0	0	1.38629436111989	GO:0005576: extracellular region & GO:0005615: extracellular space
APOA5	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0005576: extracellular region & GO:0005615: extracellular space
APOB	BRCA	37	44	31	3	2	0	1	0	0	0	0	4.32577813589084	GO:0005737: cytoplasm & GO:0005737: cytoplasm
APOBEC1	BRCA	3	3	2	1	0	0	0	0	0	0	0	1.38629436111989	GO:0005634: nucleus & GO:0005634: nucleus
APOBEC2	BRCA	2	2	1	0	0	0	0	1	0	0	0	1.09861228866811	NA
APOBEC3A	BRCA	2	2	1	0	0	1	0	0	0	0	0	1.09861228866811	GO:0005634: nucleus & GO:0005634: nucleus
APOBEC3B	BRCA	5	5	2	0	2	1	0	0	0	0	0	1.79175946922805	GO:0005634: nucleus & GO:0005634: nucleus
APOBEC3C	BRCA	1	3	1	0	0	0	0	0	0	0	0	2.07944154167984	GO:0005634: nucleus & GO:0005634: nucleus
APOBEC3F	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0005737: cytoplasm & GO:0005737: cytoplasm
APOBEC3G	BRCA	3	4	3	0	0	0	0	0	0	0	0	1.84839248149319	GO:0005634: nucleus & GO:0005737: cytoplasm
APOBEC4	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	NA
APOBR	BRCA	13	18	11	1	0	0	0	1	0	0	0	3.65407937946728	GO:0005886: plasma membrane & GO:0034361: very-low-density lipoprotein particle
APOC2	BRCA	2	2	1	1	0	0	0	0	0	0	0	1.09861228866811	GO:0042627: chylomicron & GO:0005615: extracellular space
APOC3	BRCA	1	1	0	0	1	0	0	0	0	0	0	0.693147180559945	GO:0005576: extracellular region & GO:0034361: very-low-density lipoprotein particle
APOC4	BRCA	1	1	0	1	0	0	0	0	0	0	0	0.693147180559945	GO:0005576: extracellular region & GO:0005576: extracellular region
APOD	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0005576: extracellular region & GO:0048471: perinuclear region of cytoplasm
APOF	BRCA	3	3	2	1	0	0	0	0	0	0	0	1.38629436111989	GO:0005576: extracellular region & GO:0034362: low-density lipoprotein particle
APOH	BRCA	3	3	2	0	0	1	0	0	0	0	0	1.38629436111989	GO:0005615: extracellular space & GO:0005576: extracellular region
APOL1	BRCA	3	3	2	0	1	0	0	0	0	0	0	1.38629436111989	GO:0005576: extracellular region & GO:0005615: extracellular space
APOL2	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0005576: extracellular region & GO:0005737: cytoplasm
APOL3	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	GO:0005576: extracellular region & GO:0005737: cytoplasm
APOL5	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	GO:0005576: extracellular region & GO:0005737: cytoplasm
APOL6	BRCA	3	3	2	0	1	0	0	0	0	0	0	1.38629436111989	GO:0005576: extracellular region & GO:0005737: cytoplasm
APOLD1	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0005576: extracellular region & GO:0005886: plasma membrane
APOO	BRCA	3	3	2	1	0	0	0	0	0	0	0	1.38629436111989	GO:0061617: MICOS complex & GO:0005739: mitochondrion
APOOL	BRCA	4	4	4	0	0	0	0	0	0	0	0	1.6094379124341	GO:0061617: MICOS complex & GO:0005739: mitochondrion
APP	BRCA	13	14	9	2	1	1	0	0	0	0	0	2.84206173958566	GO:0016020: membrane & GO:0005634: nucleus
APPBP2	BRCA	5	5	5	0	0	0	0	0	0	0	0	1.79175946922805	GO:0005634: nucleus & GO:0005737: cytoplasm
APPL1	BRCA	5	5	3	2	0	0	0	0	0	0	0	1.79175946922805	GO:0005634: nucleus & GO:0005634: nucleus
APPL2	BRCA	5	5	4	0	0	0	0	1	0	0	0	1.79175946922805	GO:0005737: cytoplasm & GO:0005634: nucleus
APTX	BRCA	6	6	6	0	0	0	0	0	0	0	0	1.94591014905531	GO:0005634: nucleus & GO:0005737: cytoplasm
AQP10	BRCA	3	3	3	0	0	0	0	0	0	0	0	1.38629436111989	GO:0016020: membrane & GO:0005886: plasma membrane
AQP11	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0016020: membrane & GO:0005737: cytoplasm
AQP12A	BRCA	4	4	4	0	0	0	0	0	0	0	0	1.6094379124341	GO:0016020: membrane
AQP2	BRCA	2	2	1	1	0	0	0	0	0	0	0	1.09861228866811	GO:0016020: membrane & GO:0005886: plasma membrane
AQP3	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0016020: membrane & GO:0005737: cytoplasm
AQP4	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	GO:0016020: membrane & GO:0005737: cytoplasm
AQP5	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	GO:0016020: membrane & GO:0005886: plasma membrane
AQP6	BRCA	3	3	2	1	0	0	0	0	0	0	0	1.38629436111989	GO:0016020: membrane & GO:0031410: cytoplasmic vesicle
AQP7	BRCA	1	1	1	0	0	0	0	0	0	0	0	0.693147180559945	GO:0016020: membrane & GO:0005737: cytoplasm
AQP8	BRCA	3	3	2	0	0	1	0	0	0	0	0	1.38629436111989	GO:0016020: membrane & GO:0005737: cytoplasm
AQPEP	BRCA	5	7	4	1	0	0	0	0	0	0	0	2.50846325691928	NA
AQR	BRCA	8	8	5	0	3	0	0	0	0	0	0	2.19722457733622	GO:0005681: spliceosomal complex & GO:0005634: nucleus
AR	BRCA	9	9	5	1	2	0	0	0	0	1	0	2.30258509299405	GO:0005634: nucleus & GO:0005634: nucleus
ARAF	BRCA	9	9	8	1	0	0	0	0	0	0	0	2.30258509299405	GO:0005739: mitochondrion & GO:0005829: cytosol
ARAP1	BRCA	8	9	6	1	1	0	0	0	0	0	0	2.47187764950325	GO:0005737: cytoplasm & GO:0005886: plasma membrane
ARAP2	BRCA	9	10	7	0	1	1	0	0	0	0	0	2.5584278811045	GO:0005737: cytoplasm
ARAP3	BRCA	12	12	11	1	0	0	0	0	0	0	0	2.56494935746154	GO:0005737: cytoplasm & GO:0005886: plasma membrane
ARC	BRCA	2	2	2	0	0	0	0	0	0	0	0	1.09861228866811	GO:0005737: cytoplasm & GO:0005737: cytoplasm
ARCN1	BRCA	2	2	1	1	0	0	0	0	0	0	0	1.09861228866811	GO:0030126: COPI vesicle coat & GO:0005737: cytoplasm
AREG	BRCA	2	2	1	1	0	0	0	0	0	0	0	1.09861228866811	GO:0005615: extracellular space & GO:0016020: membrane
AREL1	BRCA	3	3	3	0	0	0	0	0	0	0	0	1.38629436111989	GO:0005829: cytosol & GO:0016020: membrane
ARF1	BRCA	3	3	2	1	0	0	0	0	0	0	0	1.38629436111989	GO:0016020: membrane & GO:0005794: Golgi apparatus
ARF3	BRCA	2	2	1	1	0	0	0	0	0	0	0	1.09861228866811	GO:0005737: cytoplasm & GO:0005794: Golgi apparatus
