Hugo_Symbol,project_id,altered,total,Missense_Mutation,Frame_Shift_Del,Nonsense_Mutation,Splice_Site,In_Frame_Del,Frame_Shift_Ins,Translation_Start_Site,Nonstop_Mutation,In_Frame_Ins,log_difference
CABIN1,BRCA,11,11,8,3,0,0,0,0,0,0,0,2.484906649788
CARD11,BRCA,11,11,9,0,1,0,0,1,0,0,0,2.484906649788
CCDC108,BRCA,11,11,9,1,0,0,0,1,0,0,0,2.484906649788
CCDC147,BRCA,11,11,11,0,0,0,0,0,0,0,0,2.484906649788
CCDC57,BRCA,11,11,8,2,1,0,0,0,0,0,0,2.484906649788
CCPG1,BRCA,11,11,6,2,2,0,0,0,1,0,0,2.484906649788
CD5L,BRCA,11,11,9,1,1,0,0,0,0,0,0,2.484906649788
CELSR3,BRCA,11,11,9,0,2,0,0,0,0,0,0,2.484906649788
CHD1L,BRCA,11,11,8,0,1,1,0,1,0,0,0,2.484906649788
CLASP2,BRCA,11,11,9,0,2,0,0,0,0,0,0,2.484906649788
COL5A2,BRCA,11,11,10,0,0,1,0,0,0,0,0,2.484906649788
CROCC,BRCA,11,11,9,0,2,0,0,0,0,0,0,2.484906649788
CTAGE5,BRCA,11,11,8,1,2,0,0,0,0,0,0,2.484906649788
CTNNA3,BRCA,11,11,6,1,2,1,0,1,0,0,0,2.484906649788
CUX1,BRCA,11,11,8,1,1,1,0,0,0,0,0,2.484906649788
DAAM2,BRCA,11,11,9,1,0,1,0,0,0,0,0,2.484906649788
DDB1,BRCA,11,11,8,3,0,0,0,0,0,0,0,2.484906649788
DNMBP,BRCA,11,11,9,0,1,0,1,0,0,0,0,2.484906649788
DOCK5,BRCA,11,11,7,3,0,0,1,0,0,0,0,2.484906649788
DPCR1,BRCA,11,11,10,0,1,0,0,0,0,0,0,2.484906649788
DSE,BRCA,11,11,9,1,1,0,0,0,0,0,0,2.484906649788
DUOX2,BRCA,11,11,10,0,0,1,0,0,0,0,0,2.484906649788
DUSP27,BRCA,11,11,10,1,0,0,0,0,0,0,0,2.484906649788
EVC2,BRCA,11,11,7,2,2,0,0,0,0,0,0,2.484906649788
EXO1,BRCA,11,11,9,2,0,0,0,0,0,0,0,2.484906649788
FAM208A,BRCA,11,11,10,0,1,0,0,0,0,0,0,2.484906649788
FGD2,BRCA,11,11,8,1,1,0,0,1,0,0,0,2.484906649788
GBE1,BRCA,11,11,9,1,1,0,0,0,0,0,0,2.484906649788
GNPTAB,BRCA,11,11,8,2,1,0,0,0,0,0,0,2.484906649788
GPSM2,BRCA,11,11,9,0,1,1,0,0,0,0,0,2.484906649788
IFT172,BRCA,11,11,8,1,1,1,0,0,0,0,0,2.484906649788
IMPG1,BRCA,11,11,11,0,0,0,0,0,0,0,0,2.484906649788
INPPL1,BRCA,11,11,8,1,2,0,0,0,0,0,0,2.484906649788
INSRR,BRCA,11,11,9,2,0,0,0,0,0,0,0,2.484906649788
ITGB4,BRCA,11,11,10,1,0,0,0,0,0,0,0,2.484906649788
ITK,BRCA,11,11,9,1,1,0,0,0,0,0,0,2.484906649788
KANK1,BRCA,11,11,10,0,1,0,0,0,0,0,0,2.484906649788
KCNH1,BRCA,11,11,10,0,0,0,0,1,0,0,0,2.484906649788
KCNK18,BRCA,11,11,8,3,0,0,0,0,0,0,0,2.484906649788
KCNQ2,BRCA,11,11,10,0,1,0,0,0,0,0,0,2.484906649788
KCNQ3,BRCA,11,11,9,0,1,1,0,0,0,0,0,2.484906649788
KIAA0586,BRCA,11,11,8,2,1,0,0,0,0,0,0,2.484906649788
KIAA1324L,BRCA,11,11,8,2,0,1,0,0,0,0,0,2.484906649788
KIAA1551,BRCA,11,11,8,1,2,0,0,0,0,0,0,2.484906649788
KIAA1614,BRCA,11,11,11,0,0,0,0,0,0,0,0,2.484906649788
KIF1B,BRCA,11,11,11,0,0,0,0,0,0,0,0,2.484906649788
KIF21B,BRCA,11,11,10,1,0,0,0,0,0,0,0,2.484906649788
KPRP,BRCA,11,11,11,0,0,0,0,0,0,0,0,2.484906649788
KRIT1,BRCA,11,11,10,1,0,0,0,0,0,0,0,2.484906649788
LATS1,BRCA,11,11,7,2,2,0,0,0,0,0,0,2.484906649788
LEPR,BRCA,11,11,9,1,1,0,0,0,0,0,0,2.484906649788
LEPREL1,BRCA,11,11,8,0,2,1,0,0,0,0,0,2.484906649788
LHCGR,BRCA,11,11,9,0,1,0,1,0,0,0,0,2.484906649788
LIFR,BRCA,11,11,5,0,4,2,0,0,0,0,0,2.484906649788
LPP,BRCA,11,11,9,2,0,0,0,0,0,0,0,2.484906649788
LRIG3,BRCA,11,11,8,2,1,0,0,0,0,0,0,2.484906649788
MBD6,BRCA,11,11,6,1,2,1,0,1,0,0,0,2.484906649788
MCTP2,BRCA,11,11,9,0,1,0,0,1,0,0,0,2.484906649788
MID1,BRCA,11,11,10,0,1,0,0,0,0,0,0,2.484906649788
MKRN3,BRCA,11,11,10,0,0,0,0,1,0,0,0,2.484906649788
MROH8,BRCA,11,11,10,0,0,1,0,0,0,0,0,2.484906649788
MSH5,BRCA,11,11,9,0,0,2,0,0,0,0,0,2.484906649788
MYT1,BRCA,11,11,8,1,1,0,1,0,0,0,0,2.484906649788
NEDD4L,BRCA,11,11,10,0,0,1,0,0,0,0,0,2.484906649788
NFE2L3,BRCA,11,11,7,2,1,0,0,1,0,0,0,2.484906649788
NWD1,BRCA,11,11,10,0,1,0,0,0,0,0,0,2.484906649788
OGDHL,BRCA,11,11,10,1,0,0,0,0,0,0,0,2.484906649788
ORC1,BRCA,11,11,8,3,0,0,0,0,0,0,0,2.484906649788
OVCH1,BRCA,11,11,9,0,2,0,0,0,0,0,0,2.484906649788
PBRM1,BRCA,11,11,7,2,0,1,0,1,0,0,0,2.484906649788
PCDH18,BRCA,11,11,11,0,0,0,0,0,0,0,0,2.484906649788
PCDHB1,BRCA,11,11,11,0,0,0,0,0,0,0,0,2.484906649788
PCDHB11,BRCA,11,11,9,1,1,0,0,0,0,0,0,2.484906649788
PCDHGA9,BRCA,11,11,8,2,1,0,0,0,0,0,0,2.484906649788
PDE10A,BRCA,11,11,10,0,0,1,0,0,0,0,0,2.484906649788
PEX1,BRCA,11,11,8,1,1,0,0,1,0,0,0,2.484906649788
PGM5,BRCA,11,11,10,1,0,0,0,0,0,0,0,2.484906649788
PHLDB2,BRCA,11,11,9,2,0,0,0,0,0,0,0,2.484906649788
PIK3C2G,BRCA,11,11,8,2,1,0,0,0,0,0,0,2.484906649788
PLCG2,BRCA,11,11,8,1,2,0,0,0,0,0,0,2.484906649788
PMS1,BRCA,11,11,9,0,2,0,0,0,0,0,0,2.484906649788
PRDM1,BRCA,11,11,11,0,0,0,0,0,0,0,0,2.484906649788
PRKG2,BRCA,11,11,8,1,2,0,0,0,0,0,0,2.484906649788
PRKRIR,BRCA,11,11,8,0,1,0,2,0,0,0,0,2.484906649788
PTCH1,BRCA,11,11,10,1,0,0,0,0,0,0,0,2.484906649788
PTCHD2,BRCA,11,11,8,2,1,0,0,0,0,0,0,2.484906649788
PTGS2,BRCA,11,11,7,1,2,1,0,0,0,0,0,2.484906649788
PTPN3,BRCA,11,11,7,2,1,1,0,0,0,0,0,2.484906649788
PUM2,BRCA,11,11,9,1,1,0,0,0,0,0,0,2.484906649788
RBM6,BRCA,11,11,10,0,0,0,0,0,1,0,0,2.484906649788
RERE,BRCA,11,11,8,0,3,0,0,0,0,0,0,2.484906649788
ROBO3,BRCA,11,11,10,0,0,1,0,0,0,0,0,2.484906649788
RREB1,BRCA,11,11,11,0,0,0,0,0,0,0,0,2.484906649788
SCAF8,BRCA,11,11,8,1,1,1,0,0,0,0,0,2.484906649788
SCYL2,BRCA,11,11,10,0,1,0,0,0,0,0,0,2.484906649788
SEC24D,BRCA,11,11,9,1,0,1,0,0,0,0,0,2.484906649788
SEMA4F,BRCA,11,11,10,0,0,0,1,0,0,0,0,2.484906649788
SH3PXD2A,BRCA,11,11,8,1,1,1,0,0,0,0,0,2.484906649788
SLC30A5,BRCA,11,11,11,0,0,0,0,0,0,0,0,2.484906649788
SLC9C2,BRCA,11,11,9,1,1,0,0,0,0,0,0,2.484906649788
SLCO1C1,BRCA,11,11,10,1,0,0,0,0,0,0,0,2.484906649788
SLITRK4,BRCA,11,11,8,0,3,0,0,0,0,0,0,2.484906649788
SORCS1,BRCA,11,11,7,0,3,1,0,0,0,0,0,2.484906649788
SP100,BRCA,11,11,7,1,3,0,0,0,0,0,0,2.484906649788
SPAG5,BRCA,11,11,11,0,0,0,0,0,0,0,0,2.484906649788
SPG11,BRCA,11,11,7,0,2,2,0,0,0,0,0,2.484906649788
STARD9,BRCA,11,11,7,3,0,0,1,0,0,0,0,2.484906649788
SYCP1,BRCA,11,11,9,1,1,0,0,0,0,0,0,2.484906649788
TARS2,BRCA,11,11,10,0,1,0,0,0,0,0,0,2.484906649788
TCF20,BRCA,11,11,8,2,0,0,1,0,0,0,0,2.484906649788
TEC,BRCA,11,11,6,1,3,1,0,0,0,0,0,2.484906649788
THSD4,BRCA,11,11,8,1,2,0,0,0,0,0,0,2.484906649788
TINAG,BRCA,11,11,7,1,2,1,0,0,0,0,0,2.484906649788
TLL1,BRCA,11,11,7,2,1,1,0,0,0,0,0,2.484906649788
TRIOBP,BRCA,11,11,8,1,2,0,0,0,0,0,0,2.484906649788
TTC21B,BRCA,11,11,7,2,0,1,0,1,0,0,0,2.484906649788
TTLL4,BRCA,11,11,8,1,2,0,0,0,0,0,0,2.484906649788
UBC,BRCA,11,11,8,1,0,0,1,1,0,0,0,2.484906649788
ULK4,BRCA,11,11,7,0,0,4,0,0,0,0,0,2.484906649788
USP28,BRCA,11,11,8,1,2,0,0,0,0,0,0,2.484906649788
USP53,BRCA,11,11,8,1,2,0,0,0,0,0,0,2.484906649788
WDR33,BRCA,11,11,8,1,2,0,0,0,0,0,0,2.484906649788
WDR64,BRCA,11,11,8,0,1,1,1,0,0,0,0,2.484906649788
ZC3H6,BRCA,11,11,8,1,1,0,0,1,0,0,0,2.484906649788
ZNF469,BRCA,11,11,9,1,1,0,0,0,0,0,0,2.484906649788
ZNF644,BRCA,11,11,8,0,2,0,1,0,0,0,0,2.484906649788
ZNF711,BRCA,11,11,11,0,0,0,0,0,0,0,0,2.484906649788
ZNFX1,BRCA,11,11,7,2,2,0,0,0,0,0,0,2.484906649788
ADAM32,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
AEBP1,BRCA,8,9,7,0,0,1,0,0,0,0,0,2.47187764950325
ALDH1L1,BRCA,8,9,4,1,3,0,0,0,0,0,0,2.47187764950325
ALPK3,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
ARAP1,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
ARHGEF6,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
ARID4A,BRCA,8,9,4,2,0,0,1,1,0,0,0,2.47187764950325
ARMC3,BRCA,8,9,6,1,0,0,0,1,0,0,0,2.47187764950325
ASAP1,BRCA,8,9,6,1,0,1,0,0,0,0,0,2.47187764950325
ATP2C2,BRCA,8,9,7,0,0,1,0,0,0,0,0,2.47187764950325
ATP4A,BRCA,8,9,7,0,0,1,0,0,0,0,0,2.47187764950325
AUTS2,BRCA,8,9,4,3,1,0,0,0,0,0,0,2.47187764950325
B4GALNT2,BRCA,8,9,6,0,2,0,0,0,0,0,0,2.47187764950325
BANK1,BRCA,8,9,7,0,0,1,0,0,0,0,0,2.47187764950325
BEST3,BRCA,8,9,7,0,1,0,0,0,0,0,0,2.47187764950325
C9,BRCA,8,9,6,2,0,0,0,0,0,0,0,2.47187764950325
CAMTA1,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
CAND1,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
CCDC155,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
CDC27,BRCA,8,9,4,2,1,1,0,0,0,0,0,2.47187764950325
CDK13,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
CLSPN,BRCA,8,9,3,4,1,0,0,0,0,0,0,2.47187764950325
CLUH,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
COPB2,BRCA,8,9,3,2,2,1,0,0,0,0,0,2.47187764950325
CPEB1,BRCA,8,9,5,0,2,1,0,0,0,0,0,2.47187764950325
CPT1C,BRCA,8,9,7,0,0,0,1,0,0,0,0,2.47187764950325
CSTF2T,BRCA,8,9,5,1,2,0,0,0,0,0,0,2.47187764950325
CUL3,BRCA,8,9,5,1,1,0,0,1,0,0,0,2.47187764950325
DBN1,BRCA,8,9,5,1,0,1,0,1,0,0,0,2.47187764950325
DHX36,BRCA,8,9,5,1,1,0,0,1,0,0,0,2.47187764950325
DNA2,BRCA,8,9,7,0,0,0,1,0,0,0,0,2.47187764950325
DUSP16,BRCA,8,9,3,1,3,0,0,1,0,0,0,2.47187764950325
ENPEP,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
EXOC4,BRCA,8,9,7,0,1,0,0,0,0,0,0,2.47187764950325
FAM120A,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
FAM65C,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
FBF1,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
FBXO18,BRCA,8,9,6,0,1,1,0,0,0,0,0,2.47187764950325
FCHSD1,BRCA,8,9,4,1,2,1,0,0,0,0,0,2.47187764950325
FCRL3,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
FNBP4,BRCA,8,9,6,2,0,0,0,0,0,0,0,2.47187764950325
FYB,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
GARNL3,BRCA,8,9,6,1,0,1,0,0,0,0,0,2.47187764950325
GDPD2,BRCA,8,9,4,2,2,0,0,0,0,0,0,2.47187764950325
GPLD1,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
GYS1,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
HAUS6,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
HHIPL2,BRCA,8,9,6,2,0,0,0,0,0,0,0,2.47187764950325
HNRNPU,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
HRG,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
HSPBAP1,BRCA,8,9,5,1,2,0,0,0,0,0,0,2.47187764950325
IBTK,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
IGSF9B,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
INTS3,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
ITIH1,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
KCNC2,BRCA,8,9,5,2,1,0,0,0,0,0,0,2.47187764950325
KCNH2,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
KCNH3,BRCA,8,9,6,1,0,1,0,0,0,0,0,2.47187764950325
KCNMA1,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
KDM5C,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
KIAA0907,BRCA,8,9,6,2,0,0,0,0,0,0,0,2.47187764950325
KIF13B,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
KLF15,BRCA,8,9,7,0,1,0,0,0,0,0,0,2.47187764950325
KLHL31,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
L3MBTL3,BRCA,8,9,7,0,1,0,0,0,0,0,0,2.47187764950325
LAMC3,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
LONP2,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
LPHN1,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
MAML3,BRCA,8,9,5,2,0,0,0,0,0,0,1,2.47187764950325
MAN1A1,BRCA,8,9,7,0,1,0,0,0,0,0,0,2.47187764950325
MAPK8IP3,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
MARS,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
MDC1,BRCA,8,9,7,0,1,0,0,0,0,0,0,2.47187764950325
MEIS2,BRCA,8,9,5,2,1,0,0,0,0,0,0,2.47187764950325
MMS19,BRCA,8,9,4,0,2,1,1,0,0,0,0,2.47187764950325
MON2,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
MPO,BRCA,8,9,6,0,1,1,0,0,0,0,0,2.47187764950325
MS4A14,BRCA,8,9,7,0,1,0,0,0,0,0,0,2.47187764950325
MTSS1,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
MYH3,BRCA,8,9,6,2,0,0,0,0,0,0,0,2.47187764950325
MYO1A,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
NCKAP1L,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
NEFM,BRCA,8,9,7,0,0,1,0,0,0,0,0,2.47187764950325
NELFCD,BRCA,8,9,6,1,0,0,1,0,0,0,0,2.47187764950325
NPAS2,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
NTRK3,BRCA,8,9,6,1,0,1,0,0,0,0,0,2.47187764950325
NUP210,BRCA,8,9,5,1,1,1,0,0,0,0,0,2.47187764950325
OR10J1,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
OR13C8,BRCA,8,9,7,0,1,0,0,0,0,0,0,2.47187764950325
PABPC3,BRCA,8,9,4,1,3,0,0,0,0,0,0,2.47187764950325
PALM2-AKAP2,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
PARP15,BRCA,8,9,7,0,1,0,0,0,0,0,0,2.47187764950325
PARP8,BRCA,8,9,6,0,2,0,0,0,0,0,0,2.47187764950325
PCDHA2,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
PCDHGB2,BRCA,8,9,6,0,2,0,0,0,0,0,0,2.47187764950325
PDE6A,BRCA,8,9,5,1,1,1,0,0,0,0,0,2.47187764950325
PLCL1,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
POLR2A,BRCA,8,9,6,2,0,0,0,0,0,0,0,2.47187764950325
PRPF40A,BRCA,8,9,5,2,1,0,0,0,0,0,0,2.47187764950325
PTGIS,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
PTK2B,BRCA,8,9,5,1,1,1,0,0,0,0,0,2.47187764950325
PTPN4,BRCA,8,9,6,0,1,1,0,0,0,0,0,2.47187764950325
RABEP2,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
RAD51AP2,BRCA,8,9,5,1,2,0,0,0,0,0,0,2.47187764950325
RASGRP4,BRCA,8,9,5,3,0,0,0,0,0,0,0,2.47187764950325
RNF219,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
RSBN1,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
SASH1,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
SATB2,BRCA,8,9,7,0,1,0,0,0,0,0,0,2.47187764950325
SCAND3,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
SCARB1,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
SEC24A,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
SENP6,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
SEZ6L,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
SFMBT2,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
SLC12A2,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
SLC13A1,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
SLC13A2,BRCA,8,9,6,1,0,1,0,0,0,0,0,2.47187764950325
SLC13A3,BRCA,8,9,7,0,1,0,0,0,0,0,0,2.47187764950325
SLC38A4,BRCA,8,9,5,0,3,0,0,0,0,0,0,2.47187764950325
SLCO1B7,BRCA,8,9,6,1,0,0,0,1,0,0,0,2.47187764950325
SLCO3A1,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
SRPR,BRCA,8,9,7,0,1,0,0,0,0,0,0,2.47187764950325
SYDE1,BRCA,8,9,5,2,0,1,0,0,0,0,0,2.47187764950325
TAF5,BRCA,8,9,5,1,2,0,0,0,0,0,0,2.47187764950325
TNS4,BRCA,8,9,5,3,0,0,0,0,0,0,0,2.47187764950325
TRPC4,BRCA,8,9,7,0,0,1,0,0,0,0,0,2.47187764950325
TRPM7,BRCA,8,9,5,2,0,1,0,0,0,0,0,2.47187764950325
TTBK2,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
TTLL5,BRCA,8,9,5,1,1,0,1,0,0,0,0,2.47187764950325
TTLL6,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
TUBGCP6,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
UBASH3A,BRCA,8,9,7,0,0,1,0,0,0,0,0,2.47187764950325
USP13,BRCA,8,9,4,2,1,1,0,0,0,0,0,2.47187764950325
USP25,BRCA,8,9,7,0,1,0,0,0,0,0,0,2.47187764950325
VAV3,BRCA,8,9,4,0,2,1,1,0,0,0,0,2.47187764950325
ZBTB3,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
ZFP37,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
ZNF180,BRCA,8,9,6,0,2,0,0,0,0,0,0,2.47187764950325
ZNF236,BRCA,8,9,5,1,2,0,0,0,0,0,0,2.47187764950325
ZNF431,BRCA,8,9,7,1,0,0,0,0,0,0,0,2.47187764950325
ZNF675,BRCA,8,9,5,1,2,0,0,0,0,0,0,2.47187764950325
ZNF710,BRCA,8,9,8,0,0,0,0,0,0,0,0,2.47187764950325
ZNF716,BRCA,8,9,5,0,3,0,0,0,0,0,0,2.47187764950325
ZNF827,BRCA,8,9,6,1,1,0,0,0,0,0,0,2.47187764950325
ACTR8,BRCA,4,6,3,1,0,0,0,0,0,0,0,2.41415686865115
ADAR,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
AKNAD1,BRCA,4,6,2,0,2,0,0,0,0,0,0,2.41415686865115
ALB,BRCA,4,6,2,1,0,1,0,0,0,0,0,2.41415686865115
BSCL2,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
CAPN9,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
CDK5,BRCA,4,6,3,1,0,0,0,0,0,0,0,2.41415686865115
CYP4F12,BRCA,4,6,3,0,0,0,0,1,0,0,0,2.41415686865115
CYP51A1,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
DDHD1,BRCA,4,6,3,1,0,0,0,0,0,0,0,2.41415686865115
DGCR14,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
DGKE,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
DTX3L,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
FHL2,BRCA,4,6,3,1,0,0,0,0,0,0,0,2.41415686865115
GDF2,BRCA,4,6,3,1,0,0,0,0,0,0,0,2.41415686865115
GPD2,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
GRM2,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
HELLS,BRCA,4,6,3,1,0,0,0,0,0,0,0,2.41415686865115
HSPB3,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
INTS5,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
KANSL1L,BRCA,4,6,3,0,0,0,0,1,0,0,0,2.41415686865115
LPAR6,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
MARCH5,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
MKL1,BRCA,4,6,2,1,1,0,0,0,0,0,0,2.41415686865115
MORC3,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
MUC13,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
NDC1,BRCA,4,6,3,0,1,0,0,0,0,0,0,2.41415686865115
OR13C2,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
OXCT1,BRCA,4,6,3,1,0,0,0,0,0,0,0,2.41415686865115
PCDHB3,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
PEX14,BRCA,4,6,2,2,0,0,0,0,0,0,0,2.41415686865115
PLCXD1,BRCA,4,6,3,1,0,0,0,0,0,0,0,2.41415686865115
PTGES2,BRCA,4,6,2,2,0,0,0,0,0,0,0,2.41415686865115
PVRL4,BRCA,4,6,2,2,0,0,0,0,0,0,0,2.41415686865115
RAB11FIP4,BRCA,4,6,3,0,1,0,0,0,0,0,0,2.41415686865115
RAD23B,BRCA,4,6,3,1,0,0,0,0,0,0,0,2.41415686865115
SCNN1A,BRCA,4,6,3,1,0,0,0,0,0,0,0,2.41415686865115
SDPR,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
SLC16A10,BRCA,4,6,3,1,0,0,0,0,0,0,0,2.41415686865115
SLC6A16,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
SSX1,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
STK32C,BRCA,4,6,2,2,0,0,0,0,0,0,0,2.41415686865115
VEZT,BRCA,4,6,3,1,0,0,0,0,0,0,0,2.41415686865115
ZNF254,BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115
ZPBP2,BRCA,4,6,3,0,0,1,0,0,0,0,0,2.41415686865115
ZSCAN20,BRCA,4,6,3,0,0,0,0,1,0,0,0,2.41415686865115
ABCB1,BRCA,10,10,8,2,0,0,0,0,0,0,0,2.39789527279837
AGL,BRCA,10,10,6,2,1,1,0,0,0,0,0,2.39789527279837
AKAP3,BRCA,10,10,9,0,0,1,0,0,0,0,0,2.39789527279837
ALPK1,BRCA,10,10,10,0,0,0,0,0,0,0,0,2.39789527279837
ANGPT4,BRCA,10,10,8,1,0,1,0,0,0,0,0,2.39789527279837
ANKAR,BRCA,10,10,8,0,1,0,0,1,0,0,0,2.39789527279837
ARFGEF2,BRCA,10,10,8,1,1,0,0,0,0,0,0,2.39789527279837
ASTN2,BRCA,10,10,9,1,0,0,0,0,0,0,0,2.39789527279837
ATP11C,BRCA,10,10,7,1,2,0,0,0,0,0,0,2.39789527279837
BAI1,BRCA,10,10,8,1,0,0,0,1,0,0,0,2.39789527279837
BMX,BRCA,10,10,7,0,3,0,0,0,0,0,0,2.39789527279837
BRD8,BRCA,10,10,9,0,0,1,0,0,0,0,0,2.39789527279837
BTAF1,BRCA,10,10,7,1,1,1,0,0,0,0,0,2.39789527279837
BTK,BRCA,10,10,8,2,0,0,0,0,0,0,0,2.39789527279837
C2CD5,BRCA,10,10,8,1,1,0,0,0,0,0,0,2.39789527279837
C3orf30,BRCA,10,10,9,0,1,0,0,0,0,0,0,2.39789527279837
C4BPA,BRCA,10,10,7,0,2,1,0,0,0,0,0,2.39789527279837
C6,BRCA,10,10,8,0,2,0,0,0,0,0,0,2.39789527279837
C7,BRCA,10,10,8,1,0,1,0,0,0,0,0,2.39789527279837
C7orf63,BRCA,10,10,7,1,1,0,0,1,0,0,0,2.39789527279837
CA11,BRCA,10,10,4,3,2,1,0,0,0,0,0,2.39789527279837
CACHD1,BRCA,10,10,7,1,1,0,0,1,0,0,0,2.39789527279837
CACNA2D2,BRCA,10,10,8,2,0,0,0,0,0,0,0,2.39789527279837
