Hugo_Symbol,project_id,altered,total,Missense_Mutation,Frame_Shift_Del,Nonsense_Mutation,Splice_Site,In_Frame_Del,Frame_Shift_Ins,Translation_Start_Site,Nonstop_Mutation,In_Frame_Ins,log_difference,GO_Cellular_Component
DSPP,TCGA-BRCA,10,11,8,1,1,0,0,0,0,0,0,2.63768480007821,GO:0005737: cytoplasm | GO:0005576: extracellular region
DST,TCGA-BRCA,39,55,26,4,4,2,1,2,0,0,0,5.20226589682735,GO:0005634: nucleus | GO:0005737: cytoplasm
DSTYK,TCGA-BRCA,5,6,4,1,0,0,0,0,0,0,0,2.15011136307367,GO:0005737: cytoplasm | GO:0005737: cytoplasm
DTD1,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005737: cytoplasm | GO:0005634: nucleus
DTHD1,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,NA
DTL,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005634: nucleus | GO:0005634: nucleus
DTNA,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005737: cytoplasm | GO:0005886: plasma membrane
DTNB,TCGA-BRCA,8,8,5,1,1,1,0,0,0,0,0,2.19722457733622,GO:0005634: nucleus | GO:0005634: nucleus
DTNBP1,TCGA-BRCA,3,4,1,2,0,0,0,0,0,0,0,1.84839248149319,GO:0005737: cytoplasm | GO:0005634: nucleus
DTWD1,TCGA-BRCA,4,4,3,0,1,0,0,0,0,0,0,1.6094379124341,GO:0005634: nucleus | GO:0005634: nucleus
DTWD2,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005634: nucleus | GO:0005634: nucleus
DTX1,TCGA-BRCA,4,4,3,0,1,0,0,0,0,0,0,1.6094379124341,GO:0005634: nucleus | GO:0005737: cytoplasm
DTX2,TCGA-BRCA,4,4,4,0,0,0,0,0,0,0,0,1.6094379124341,GO:0005737: cytoplasm | GO:0005634: nucleus
DTX3,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005737: cytoplasm
DTX3L,TCGA-BRCA,4,6,4,0,0,0,0,0,0,0,0,2.41415686865115,GO:0005634: nucleus | GO:0005634: nucleus
DTX4,TCGA-BRCA,4,4,3,0,1,0,0,0,0,0,0,1.6094379124341,GO:0005737: cytoplasm | GO:0005737: cytoplasm
DTYMK,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005634: nucleus | GO:0005829: cytosol
DUOX1,TCGA-BRCA,12,12,11,1,0,0,0,0,0,0,0,2.56494935746154,GO:0005886: plasma membrane | GO:0005886: plasma membrane
DUOX2,TCGA-BRCA,11,11,10,0,0,1,0,0,0,0,0,2.484906649788,GO:0005886: plasma membrane | GO:0016324: apical plasma membrane
DUOXA1,TCGA-BRCA,2,2,1,0,0,1,0,0,0,0,0,1.09861228866811,GO:0016020: membrane | GO:0005789: endoplasmic reticulum membrane
DUOXA2,TCGA-BRCA,3,3,1,2,0,0,0,0,0,0,0,1.38629436111989,GO:0016020: membrane | GO:0005789: endoplasmic reticulum membrane
DUPD1,TCGA-BRCA,4,4,3,0,1,0,0,0,0,0,0,1.6094379124341,NA
DUS1L,TCGA-BRCA,4,4,3,0,0,1,0,0,0,0,0,1.6094379124341,NA
DUS2,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005829: cytosol | GO:0005737: cytoplasm
DUS3L,TCGA-BRCA,2,3,2,0,0,0,0,0,0,0,0,1.64791843300216,NA
DUS4L,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,NA
DUSP1,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005634: nucleus | GO:0005634: nucleus
DUSP10,TCGA-BRCA,7,7,5,1,0,0,1,0,0,0,0,2.07944154167984,GO:0005634: nucleus | GO:0005737: cytoplasm
DUSP12,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005634: nucleus | GO:0005634: nucleus
DUSP13,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,NA
DUSP15,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005829: cytosol | GO:0005886: plasma membrane
DUSP16,TCGA-BRCA,8,9,3,1,3,0,0,1,0,0,0,2.47187764950325,GO:0005634: nucleus | GO:0005634: nucleus
DUSP18,TCGA-BRCA,3,3,2,0,1,0,0,0,0,0,0,1.38629436111989,GO:0005634: nucleus | GO:0005634: nucleus
DUSP19,TCGA-BRCA,6,7,5,1,0,0,0,0,0,0,0,2.2702285072312,NA
DUSP2,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005634: nucleus | GO:0031965: nuclear membrane
DUSP21,TCGA-BRCA,4,4,4,0,0,0,0,0,0,0,0,1.6094379124341,GO:0005634: nucleus | GO:0005634: nucleus
DUSP22,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005737: cytoplasm | GO:0005829: cytosol
DUSP26,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005634: nucleus | GO:0005634: nucleus
DUSP27,TCGA-BRCA,11,11,10,1,0,0,0,0,0,0,0,2.484906649788,NA
DUSP4,TCGA-BRCA,2,2,1,0,0,1,0,0,0,0,0,1.09861228866811,GO:0005634: nucleus | GO:0005634: nucleus
DUSP6,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005737: cytoplasm | GO:0005737: cytoplasm
DUSP7,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005737: cytoplasm | GO:0005829: cytosol
DUSP8,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005634: nucleus | GO:0005737: cytoplasm
DUSP9,TCGA-BRCA,4,4,1,2,1,0,0,0,0,0,0,1.6094379124341,GO:0005737: cytoplasm | GO:0005829: cytosol
DUT,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005654: nucleoplasm | GO:0005634: nucleus
DUXA,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005634: nucleus | GO:0005654: nucleoplasm
DVL1,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005737: cytoplasm | GO:0005886: plasma membrane
DVL2,TCGA-BRCA,3,3,2,1,0,0,0,0,0,0,0,1.38629436111989,GO:0005737: cytoplasm | GO:0005634: nucleus
DVL3,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005737: cytoplasm | GO:0005829: cytosol
DXO,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005634: nucleus | GO:0005634: nucleus
DYDC1,TCGA-BRCA,4,4,3,1,0,0,0,0,0,0,0,1.6094379124341,GO:0048188: Set1C/COMPASS complex | GO:0005737: cytoplasm
DYDC2,TCGA-BRCA,2,2,0,0,1,1,0,0,0,0,0,1.09861228866811,GO:0048188: Set1C/COMPASS complex
DYM,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005794: Golgi apparatus | GO:0005737: cytoplasm
DYNAP,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0016020: membrane | GO:0005886: plasma membrane
DYNC1H1,TCGA-BRCA,32,36,26,1,1,3,0,1,0,0,0,3.93357100664979,GO:0030286: dynein complex | GO:0005737: cytoplasm
DYNC1I1,TCGA-BRCA,12,12,9,1,2,0,0,0,0,0,0,2.56494935746154,GO:0005868: cytoplasmic dynein complex | GO:0030286: dynein complex
DYNC1I2,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005868: cytoplasmic dynein complex | GO:0005737: cytoplasm
DYNC1LI1,TCGA-BRCA,3,5,2,1,0,0,0,0,0,0,0,2.31049060186648,GO:0005868: cytoplasmic dynein complex | GO:0005737: cytoplasm
DYNC1LI2,TCGA-BRCA,3,3,2,1,0,0,0,0,0,0,0,1.38629436111989,GO:0005868: cytoplasmic dynein complex | GO:0005737: cytoplasm
DYNC2H1,TCGA-BRCA,29,32,22,1,3,1,0,2,0,0,0,3.75304538666169,GO:0030286: dynein complex | GO:0005737: cytoplasm
DYNC2LI1,TCGA-BRCA,4,4,3,0,1,0,0,0,0,0,0,1.6094379124341,GO:0005868: cytoplasmic dynein complex | GO:0005737: cytoplasm
DYNLRB1,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005868: cytoplasmic dynein complex | GO:0005737: cytoplasm
DYNLT3,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005634: nucleus | GO:0005856: cytoskeleton
DYRK1A,TCGA-BRCA,10,13,8,0,1,0,0,1,0,0,0,3.11726385463788,GO:0005634: nucleus | GO:0016607: nuclear speck
DYRK1B,TCGA-BRCA,5,5,4,1,0,0,0,0,0,0,0,1.79175946922805,GO:0005634: nucleus | GO:0005654: nucleoplasm
DYRK2,TCGA-BRCA,5,5,5,0,0,0,0,0,0,0,0,1.79175946922805,GO:0005634: nucleus | GO:0005634: nucleus
DYRK3,TCGA-BRCA,4,5,3,0,1,0,0,0,0,0,0,2.01179739054263,GO:0005634: nucleus | GO:0005634: nucleus
DYRK4,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0043231: intracellular membrane-bounded organelle | GO:0005634: nucleus
DYSF,TCGA-BRCA,18,19,13,3,1,1,0,0,0,0,0,3.10801892245346,GO:0016020: membrane | GO:0005886: plasma membrane
DYTN,TCGA-BRCA,7,7,5,1,0,1,0,0,0,0,0,2.07944154167984,GO:0005886: plasma membrane | GO:0045202: synapse
DYX1C1,TCGA-BRCA,7,7,4,1,0,2,0,0,0,0,0,2.07944154167984,NA
DZANK1,TCGA-BRCA,10,10,7,3,0,0,0,0,0,0,0,2.39789527279837,GO:0042995: cell projection | GO:0005813: centrosome
DZIP1,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005634: nucleus | GO:0005634: nucleus
DZIP1L,TCGA-BRCA,7,7,4,2,1,0,0,0,0,0,0,2.07944154167984,GO:0005737: cytoplasm | GO:0005856: cytoskeleton
DZIP3,TCGA-BRCA,11,13,8,1,2,0,0,0,0,0,0,2.93670785884036,GO:0005737: cytoplasm | GO:0005737: cytoplasm
E2F1,TCGA-BRCA,6,6,4,1,0,0,0,1,0,0,0,1.94591014905531,GO:0005667: transcription regulator complex | GO:0005634: nucleus
E2F2,TCGA-BRCA,1,1,0,1,0,0,0,0,0,0,0,0.693147180559945,GO:0005667: transcription regulator complex | GO:0005634: nucleus
E2F3,TCGA-BRCA,5,6,3,1,0,0,0,0,1,0,0,2.15011136307367,GO:0005667: transcription regulator complex | GO:0005634: nucleus
E2F4,TCGA-BRCA,4,4,1,2,1,0,0,0,0,0,0,1.6094379124341,GO:0005667: transcription regulator complex | GO:0005634: nucleus
E2F5,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005667: transcription regulator complex | GO:0005634: nucleus
E2F6,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005667: transcription regulator complex | GO:0005634: nucleus
E2F7,TCGA-BRCA,4,4,3,1,0,0,0,0,0,0,0,1.6094379124341,GO:0005667: transcription regulator complex | GO:0005634: nucleus
E2F8,TCGA-BRCA,5,5,5,0,0,0,0,0,0,0,0,1.79175946922805,GO:0005667: transcription regulator complex | GO:0005634: nucleus
E4F1,TCGA-BRCA,6,6,4,0,1,1,0,0,0,0,0,1.94591014905531,GO:0005654: nucleoplasm | GO:0016604: nuclear body
EAF1,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005634: nucleus | GO:0005654: nucleoplasm
EAF2,TCGA-BRCA,2,2,1,0,1,0,0,0,0,0,0,1.09861228866811,GO:0005634: nucleus | GO:0005654: nucleoplasm
EAPP,TCGA-BRCA,3,3,2,0,0,1,0,0,0,0,0,1.38629436111989,GO:0005634: nucleus | GO:0005737: cytoplasm
EARS2,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005739: mitochondrion | GO:0005739: mitochondrion
EBAG9,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0016020: membrane | GO:0005794: Golgi apparatus
EBF1,TCGA-BRCA,7,7,6,0,1,0,0,0,0,0,0,2.07944154167984,GO:0005634: nucleus
EBF2,TCGA-BRCA,7,7,7,0,0,0,0,0,0,0,0,2.07944154167984,GO:0005634: nucleus
EBF3,TCGA-BRCA,5,5,4,1,0,0,0,0,0,0,0,1.79175946922805,GO:0005634: nucleus | GO:0005634: nucleus
EBF4,TCGA-BRCA,3,3,2,1,0,0,0,0,0,0,0,1.38629436111989,GO:0005634: nucleus | GO:0000785: chromatin
EBLN2,TCGA-BRCA,1,2,1,0,0,0,0,0,0,0,0,1.38629436111989,NA
EBNA1BP2,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005634: nucleus | GO:0005730: nucleolus
EBP,TCGA-BRCA,3,4,1,2,0,0,0,0,0,0,0,1.84839248149319,GO:0016020: membrane | GO:0005634: nucleus
EBPL,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0016020: membrane | GO:0005783: endoplasmic reticulum
ECD,TCGA-BRCA,5,5,3,1,0,1,0,0,0,0,0,1.79175946922805,GO:0005634: nucleus | GO:0005634: nucleus
ECE1,TCGA-BRCA,12,14,9,1,0,1,1,0,0,0,0,2.99244091703846,GO:0005886: plasma membrane | GO:0005886: plasma membrane
ECE2,TCGA-BRCA,8,10,7,1,0,0,0,0,0,0,0,2.74653072167027,GO:0016020: membrane | GO:0005794: Golgi apparatus
ECEL1,TCGA-BRCA,6,6,5,1,0,0,0,0,0,0,0,1.94591014905531,GO:0016020: membrane | GO:0005886: plasma membrane
ECH1,TCGA-BRCA,1,1,0,1,0,0,0,0,0,0,0,0.693147180559945,GO:0005739: mitochondrion | GO:0005777: peroxisome
ECHDC1,TCGA-BRCA,6,6,3,1,1,0,0,1,0,0,0,1.94591014905531,GO:0005737: cytoplasm | GO:0005829: cytosol
ECHDC2,TCGA-BRCA,3,3,2,1,0,0,0,0,0,0,0,1.38629436111989,GO:0005739: mitochondrion
ECHDC3,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005739: mitochondrion
ECHS1,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005739: mitochondrion | GO:0005739: mitochondrion
ECI1,TCGA-BRCA,3,3,2,0,0,1,0,0,0,0,0,1.38629436111989,GO:0005739: mitochondrion | GO:0005739: mitochondrion
ECI2,TCGA-BRCA,2,2,0,1,1,0,0,0,0,0,0,1.09861228866811,GO:0005739: mitochondrion | GO:0043231: intracellular membrane-bounded organelle
ECM1,TCGA-BRCA,6,6,5,0,0,0,0,0,0,1,0,1.94591014905531,GO:0005576: extracellular region | GO:0005615: extracellular space
ECM2,TCGA-BRCA,6,6,4,1,0,0,1,0,0,0,0,1.94591014905531,GO:0005576: extracellular region | GO:0031012: extracellular matrix
ECSIT,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005634: nucleus | GO:0005634: nucleus
ECT2,TCGA-BRCA,7,7,4,0,2,1,0,0,0,0,0,2.07944154167984,GO:0005634: nucleus | GO:0005737: cytoplasm
ECT2L,TCGA-BRCA,5,5,3,0,2,0,0,0,0,0,0,1.79175946922805,NA
EDA,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005576: extracellular region | GO:0005886: plasma membrane
EDA2R,TCGA-BRCA,4,4,4,0,0,0,0,0,0,0,0,1.6094379124341,GO:0005886: plasma membrane | GO:0016020: membrane
EDAR,TCGA-BRCA,9,9,6,1,1,0,1,0,0,0,0,2.30258509299405,GO:0016020: membrane | GO:0005886: plasma membrane
EDARADD,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005737: cytoplasm | GO:0005829: cytosol
EDC3,TCGA-BRCA,3,3,2,1,0,0,0,0,0,0,0,1.38629436111989,GO:0005737: cytoplasm | GO:0036464: cytoplasmic ribonucleoprotein granule
EDC4,TCGA-BRCA,6,6,4,2,0,0,0,0,0,0,0,1.94591014905531,GO:0005634: nucleus | GO:0005634: nucleus
EDDM3A,TCGA-BRCA,5,5,5,0,0,0,0,0,0,0,0,1.79175946922805,GO:0005576: extracellular region | GO:0005615: extracellular space
EDEM1,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0016020: membrane | GO:0005783: endoplasmic reticulum
EDEM2,TCGA-BRCA,6,6,5,1,0,0,0,0,0,0,0,1.94591014905531,GO:0016020: membrane | GO:0005783: endoplasmic reticulum
EDEM3,TCGA-BRCA,7,7,6,1,0,0,0,0,0,0,0,2.07944154167984,GO:0016020: membrane | GO:0005783: endoplasmic reticulum
EDIL3,TCGA-BRCA,3,3,2,1,0,0,0,0,0,0,0,1.38629436111989,GO:0005576: extracellular region
EDN1,TCGA-BRCA,4,4,3,1,0,0,0,0,0,0,0,1.6094379124341,GO:0005576: extracellular region | GO:0005615: extracellular space
EDN3,TCGA-BRCA,2,2,1,0,1,0,0,0,0,0,0,1.09861228866811,GO:0005576: extracellular region | GO:0005615: extracellular space
EDNRA,TCGA-BRCA,5,5,3,1,1,0,0,0,0,0,0,1.79175946922805,GO:0016020: membrane | GO:0005886: plasma membrane
EDNRB,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0016020: membrane | GO:0005886: plasma membrane
EDRF1,TCGA-BRCA,4,4,4,0,0,0,0,0,0,0,0,1.6094379124341,GO:0005634: nucleus
EEA1,TCGA-BRCA,12,13,9,1,1,0,1,0,0,0,0,2.77869513725,GO:0005737: cytoplasm | GO:0016020: membrane
EED,TCGA-BRCA,5,6,5,0,0,0,0,0,0,0,0,2.15011136307367,GO:0005654: nucleoplasm | GO:0005829: cytosol
EEF1A1,TCGA-BRCA,10,11,7,1,1,0,0,1,0,0,0,2.63768480007821,GO:0005634: nucleus | GO:0005634: nucleus
EEF1A2,TCGA-BRCA,4,4,3,1,0,0,0,0,0,0,0,1.6094379124341,GO:0005634: nucleus | GO:0005737: cytoplasm
EEF1B2,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005853: eukaryotic translation elongation factor 1 complex | GO:0005737: cytoplasm
EEF1D,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005853: eukaryotic translation elongation factor 1 complex | GO:0005634: nucleus
EEF1G,TCGA-BRCA,3,3,2,0,1,0,0,0,0,0,0,1.38629436111989,GO:0005737: cytoplasm | GO:0005634: nucleus
EEF2,TCGA-BRCA,7,7,7,0,0,0,0,0,0,0,0,2.07944154167984,GO:0005634: nucleus | GO:0005737: cytoplasm
EEF2K,TCGA-BRCA,5,5,4,0,1,0,0,0,0,0,0,1.79175946922805,GO:0005829: cytosol | GO:0005737: cytoplasm
EEFSEC,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005634: nucleus | GO:0005737: cytoplasm
EEPD1,TCGA-BRCA,7,8,6,1,0,0,0,0,0,0,0,2.37650461906267,GO:0005886: plasma membrane | GO:0005886: plasma membrane
EFCAB11,TCGA-BRCA,1,1,0,0,1,0,0,0,0,0,0,0.693147180559945,NA
EFCAB12,TCGA-BRCA,8,8,8,0,0,0,0,0,0,0,0,2.19722457733622,NA
EFCAB13,TCGA-BRCA,9,10,8,0,0,1,0,0,0,0,0,2.5584278811045,NA
EFCAB14,TCGA-BRCA,4,4,3,0,0,1,0,0,0,0,0,1.6094379124341,GO:0016020: membrane
EFCAB2,TCGA-BRCA,3,3,1,2,0,0,0,0,0,0,0,1.38629436111989,GO:0005737: cytoplasm | GO:0005856: cytoskeleton
EFCAB3,TCGA-BRCA,8,8,4,0,1,1,0,0,2,0,0,2.19722457733622,NA
EFCAB4A,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,NA
EFCAB4B,TCGA-BRCA,4,4,4,0,0,0,0,0,0,0,0,1.6094379124341,NA
EFCAB5,TCGA-BRCA,13,14,10,2,1,0,0,0,0,0,0,2.84206173958566,NA
EFCAB6,TCGA-BRCA,12,14,10,1,0,1,0,0,0,0,0,2.99244091703846,GO:0005634: nucleus | GO:0005737: cytoplasm
EFCAB7,TCGA-BRCA,4,5,3,0,1,0,0,0,0,0,0,2.01179739054263,GO:0005886: plasma membrane | GO:0042995: cell projection
EFCAB8,TCGA-BRCA,1,1,0,1,0,0,0,0,0,0,0,0.693147180559945,NA
EFCC1,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,NA
EFEMP1,TCGA-BRCA,8,8,5,1,1,1,0,0,0,0,0,2.19722457733622,GO:0005576: extracellular region | GO:0005576: extracellular region
EFEMP2,TCGA-BRCA,4,4,4,0,0,0,0,0,0,0,0,1.6094379124341,GO:0005576: extracellular region | GO:0005604: basement membrane
EFHB,TCGA-BRCA,5,5,5,0,0,0,0,0,0,0,0,1.79175946922805,GO:0005737: cytoplasm | GO:0042995: cell projection
EFHC1,TCGA-BRCA,5,5,5,0,0,0,0,0,0,0,0,1.79175946922805,GO:0005737: cytoplasm | GO:0005879: axonemal microtubule
EFHC2,TCGA-BRCA,7,7,7,0,0,0,0,0,0,0,0,2.07944154167984,GO:0005737: cytoplasm | GO:0042995: cell projection
EFNA1,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0016020: membrane | GO:0005576: extracellular region
EFNA3,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0016020: membrane | GO:0005886: plasma membrane
EFNA4,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0016020: membrane | GO:0005576: extracellular region
EFNA5,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0016020: membrane | GO:0005886: plasma membrane
EFNB1,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0016020: membrane | GO:0005634: nucleus
EFNB2,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0016020: membrane | GO:0005886: plasma membrane
EFNB3,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0016020: membrane | GO:0005886: plasma membrane
EFR3A,TCGA-BRCA,6,6,4,2,0,0,0,0,0,0,0,1.94591014905531,GO:0005737: cytoplasm | GO:0005886: plasma membrane
EFR3B,TCGA-BRCA,7,7,7,0,0,0,0,0,0,0,0,2.07944154167984,GO:0005737: cytoplasm | GO:0005886: plasma membrane
EFS,TCGA-BRCA,3,3,1,1,1,0,0,0,0,0,0,1.38629436111989,GO:0005737: cytoplasm
EFTUD1,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,NA
EFTUD2,TCGA-BRCA,9,10,8,1,0,0,0,0,0,0,0,2.5584278811045,GO:0015030: Cajal body | GO:0005634: nucleus
EGF,TCGA-BRCA,6,6,5,0,1,0,0,0,0,0,0,1.94591014905531,GO:0016020: membrane | GO:0005576: extracellular region
EGFEM1P,TCGA-BRCA,1,1,0,0,0,1,0,0,0,0,0,0.693147180559945,NA
EGFL6,TCGA-BRCA,7,8,5,0,1,0,1,0,0,0,0,2.37650461906267,GO:0016020: membrane | GO:0005576: extracellular region
EGFL7,TCGA-BRCA,3,3,2,0,0,0,0,1,0,0,0,1.38629436111989,GO:0005576: extracellular region
EGFL8,TCGA-BRCA,3,3,2,0,0,1,0,0,0,0,0,1.38629436111989,GO:0005576: extracellular region
EGFLAM,TCGA-BRCA,9,9,8,0,0,1,0,0,0,0,0,2.30258509299405,GO:0005576: extracellular region | GO:0042995: cell projection
EGFR,TCGA-BRCA,15,15,15,0,0,0,0,0,0,0,0,2.77258872223978,GO:0005634: nucleus | GO:0005634: nucleus
EGLN1,TCGA-BRCA,3,3,3,0,0,0,0,0,0,0,0,1.38629436111989,GO:0005634: nucleus | GO:0005737: cytoplasm
EGR1,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005634: nucleus | GO:0005737: cytoplasm
EGR2,TCGA-BRCA,4,4,4,0,0,0,0,0,0,0,0,1.6094379124341,GO:0005634: nucleus | GO:0005634: nucleus
EGR3,TCGA-BRCA,4,4,1,3,0,0,0,0,0,0,0,1.6094379124341,GO:0005634: nucleus | GO:0045202: synapse
EGR4,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005634: nucleus | GO:0005654: nucleoplasm
EHBP1,TCGA-BRCA,9,9,9,0,0,0,0,0,0,0,0,2.30258509299405,GO:0005737: cytoplasm | GO:0016020: membrane
EHBP1L1,TCGA-BRCA,4,5,3,0,1,0,0,0,0,0,0,2.01179739054263,GO:0005768: endosome
EHD1,TCGA-BRCA,6,6,5,0,0,0,1,0,0,0,0,1.94591014905531,GO:0005737: cytoplasm | GO:0005886: plasma membrane
EHD2,TCGA-BRCA,6,6,4,1,1,0,0,0,0,0,0,1.94591014905531,GO:0005737: cytoplasm | GO:0005886: plasma membrane
EHD3,TCGA-BRCA,4,4,2,2,0,0,0,0,0,0,0,1.6094379124341,GO:0005737: cytoplasm | GO:0005886: plasma membrane
EHD4,TCGA-BRCA,2,2,1,1,0,0,0,0,0,0,0,1.09861228866811,GO:0005737: cytoplasm | GO:0005886: plasma membrane
EHF,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005634: nucleus | GO:0005634: nucleus
EHHADH,TCGA-BRCA,7,7,7,0,0,0,0,0,0,0,0,2.07944154167984,GO:0005777: peroxisome | GO:0005777: peroxisome
EHMT1,TCGA-BRCA,13,13,10,1,1,1,0,0,0,0,0,2.63905732961526,GO:0005634: nucleus | GO:0005634: nucleus
EHMT2,TCGA-BRCA,5,5,4,1,0,0,0,0,0,0,0,1.79175946922805,GO:0005634: nucleus | GO:0005694: chromosome
EI24,TCGA-BRCA,4,4,2,1,1,0,0,0,0,0,0,1.6094379124341,GO:0005634: nucleus | GO:0005737: cytoplasm
EID3,TCGA-BRCA,2,2,1,0,1,0,0,0,0,0,0,1.09861228866811,GO:0005634: nucleus | GO:0030915: Smc5-Smc6 complex
EIF1AD,TCGA-BRCA,1,1,1,0,0,0,0,0,0,0,0,0.693147180559945,GO:0005634: nucleus | GO:0005654: nucleoplasm
EIF1AX,TCGA-BRCA,4,4,3,0,1,0,0,0,0,0,0,1.6094379124341,GO:0005737: cytoplasm | GO:0016282: eukaryotic 43S preinitiation complex
EIF2A,TCGA-BRCA,2,2,2,0,0,0,0,0,0,0,0,1.09861228866811,GO:0005737: cytoplasm | GO:0005850: eukaryotic translation initiation factor 2 complex
EIF2AK1,TCGA-BRCA,5,5,4,0,0,1,0,0,0,0,0,1.79175946922805,GO:0005829: cytosol | GO:0005829: cytosol
EIF2AK2,TCGA-BRCA,4,5,3,1,0,0,0,0,0,0,0,2.01179739054263,GO:0005829: cytosol | GO:0005634: nucleus
EIF2AK3,TCGA-BRCA,5,6,3,1,0,0,0,1,0,0,0,2.15011136307367,GO:0016020: membrane | GO:0005783: endoplasmic reticulum
