"Hugo_Symbol","project_id","altered","total","Missense_Mutation","Frame_Shift_Del","Nonsense_Mutation","Splice_Site","In_Frame_Del","Frame_Shift_Ins","Translation_Start_Site","Nonstop_Mutation","In_Frame_Ins","log_difference"
"PREPL","TCGA-BRCA",11,12,7,2,1,1,0,0,0,0,0,2.71080725431418
"PRPF8","TCGA-BRCA",11,12,8,1,2,0,0,0,0,0,0,2.71080725431418
"PTPN22","TCGA-BRCA",11,12,8,0,0,1,0,2,0,0,0,2.71080725431418
"PTPRU","TCGA-BRCA",11,12,9,1,1,0,0,0,0,0,0,2.71080725431418
"RALGAPA2","TCGA-BRCA",11,12,8,1,2,0,0,0,0,0,0,2.71080725431418
"RAPGEF2","TCGA-BRCA",11,12,7,1,2,1,0,0,0,0,0,2.71080725431418
"RET","TCGA-BRCA",11,12,7,3,0,0,1,0,0,0,0,2.71080725431418
"RUNX1T1","TCGA-BRCA",11,12,10,1,0,0,0,0,0,0,0,2.71080725431418
"SEC31A","TCGA-BRCA",11,12,7,1,1,1,1,0,0,0,0,2.71080725431418
"SH3PXD2B","TCGA-BRCA",11,12,9,1,1,0,0,0,0,0,0,2.71080725431418
"SLC26A4","TCGA-BRCA",11,12,8,1,1,0,0,1,0,0,0,2.71080725431418
"SLFN12L","TCGA-BRCA",11,12,9,0,1,0,0,1,0,0,0,2.71080725431418
"SMC6","TCGA-BRCA",11,12,8,1,2,0,0,0,0,0,0,2.71080725431418
"SOGA1","TCGA-BRCA",11,12,10,1,0,0,0,0,0,0,0,2.71080725431418
"SULF2","TCGA-BRCA",11,12,8,3,0,0,0,0,0,0,0,2.71080725431418
"SUV420H1","TCGA-BRCA",11,12,9,1,0,0,1,0,0,0,0,2.71080725431418
"UBR3","TCGA-BRCA",11,12,10,0,1,0,0,0,0,0,0,2.71080725431418
"USO1","TCGA-BRCA",11,12,8,2,1,0,0,0,0,0,0,2.71080725431418
"VWA8","TCGA-BRCA",11,12,8,0,2,0,1,0,0,0,0,2.71080725431418
"WDR72","TCGA-BRCA",11,12,9,0,2,0,0,0,0,0,0,2.71080725431418
"XKR4","TCGA-BRCA",11,12,9,1,0,1,0,0,0,0,0,2.71080725431418
"XPC","TCGA-BRCA",11,12,9,1,0,1,0,0,0,0,0,2.71080725431418
"XPOT","TCGA-BRCA",11,12,9,2,0,0,0,0,0,0,0,2.71080725431418
"ABCA7","TCGA-BRCA",14,14,8,4,1,0,1,0,0,0,0,2.70805020110221
"ADAMTS7","TCGA-BRCA",14,14,12,1,1,0,0,0,0,0,0,2.70805020110221
"ATP10A","TCGA-BRCA",14,14,14,0,0,0,0,0,0,0,0,2.70805020110221
"ATP11A","TCGA-BRCA",14,14,9,1,1,3,0,0,0,0,0,2.70805020110221
"ATP1A4","TCGA-BRCA",14,14,11,2,0,1,0,0,0,0,0,2.70805020110221
"BAZ2A","TCGA-BRCA",14,14,11,2,0,1,0,0,0,0,0,2.70805020110221
"BCOR","TCGA-BRCA",14,14,11,2,1,0,0,0,0,0,0,2.70805020110221
"BDP1","TCGA-BRCA",14,14,12,1,1,0,0,0,0,0,0,2.70805020110221
"BPTF","TCGA-BRCA",14,14,13,0,0,0,0,1,0,0,0,2.70805020110221
"CASC5","TCGA-BRCA",14,14,11,2,1,0,0,0,0,0,0,2.70805020110221
"CKAP5","TCGA-BRCA",14,14,13,1,0,0,0,0,0,0,0,2.70805020110221
"CNTN1","TCGA-BRCA",14,14,13,1,0,0,0,0,0,0,0,2.70805020110221
"COL24A1","TCGA-BRCA",14,14,11,1,2,0,0,0,0,0,0,2.70805020110221
"CRYBG3","TCGA-BRCA",14,14,13,1,0,0,0,0,0,0,0,2.70805020110221
"CTNND2","TCGA-BRCA",14,14,10,3,1,0,0,0,0,0,0,2.70805020110221
"CUL4B","TCGA-BRCA",14,14,12,1,1,0,0,0,0,0,0,2.70805020110221
"CYFIP2","TCGA-BRCA",14,14,9,3,1,1,0,0,0,0,0,2.70805020110221
"DENND5B","TCGA-BRCA",14,14,12,0,2,0,0,0,0,0,0,2.70805020110221
"DLC1","TCGA-BRCA",14,14,11,2,0,0,0,1,0,0,0,2.70805020110221
"DOPEY1","TCGA-BRCA",14,14,8,2,4,0,0,0,0,0,0,2.70805020110221
"GRIA1","TCGA-BRCA",14,14,11,1,1,1,0,0,0,0,0,2.70805020110221
"GRID1","TCGA-BRCA",14,14,13,0,0,1,0,0,0,0,0,2.70805020110221
"KIRREL","TCGA-BRCA",14,14,12,2,0,0,0,0,0,0,0,2.70805020110221
"LAMB3","TCGA-BRCA",14,14,12,2,0,0,0,0,0,0,0,2.70805020110221
"LAMC1","TCGA-BRCA",14,14,12,1,0,0,1,0,0,0,0,2.70805020110221
"LRRC16B","TCGA-BRCA",14,14,12,1,0,1,0,0,0,0,0,2.70805020110221
"MAP3K13","TCGA-BRCA",14,14,9,2,2,1,0,0,0,0,0,2.70805020110221
"MED1","TCGA-BRCA",14,14,9,3,1,0,0,1,0,0,0,2.70805020110221
"MYO6","TCGA-BRCA",14,14,10,2,1,0,0,1,0,0,0,2.70805020110221
"NLGN3","TCGA-BRCA",14,14,12,1,0,1,0,0,0,0,0,2.70805020110221
"NLGN4X","TCGA-BRCA",14,14,14,0,0,0,0,0,0,0,0,2.70805020110221
"NLRP2","TCGA-BRCA",14,14,7,0,4,3,0,0,0,0,0,2.70805020110221
"PCSK5","TCGA-BRCA",14,14,11,0,1,2,0,0,0,0,0,2.70805020110221
"PHIP","TCGA-BRCA",14,14,8,3,1,0,2,0,0,0,0,2.70805020110221
"PLXNA3","TCGA-BRCA",14,14,12,1,1,0,0,0,0,0,0,2.70805020110221
"PMFBP1","TCGA-BRCA",14,14,12,2,0,0,0,0,0,0,0,2.70805020110221
"PREX1","TCGA-BRCA",14,14,12,1,1,0,0,0,0,0,0,2.70805020110221
"PTCHD3","TCGA-BRCA",14,14,9,2,1,0,0,2,0,0,0,2.70805020110221
"RBMXL3","TCGA-BRCA",14,14,14,0,0,0,0,0,0,0,0,2.70805020110221
"RC3H1","TCGA-BRCA",14,14,11,3,0,0,0,0,0,0,0,2.70805020110221
"RIF1","TCGA-BRCA",14,14,12,1,0,0,0,1,0,0,0,2.70805020110221
"RP1L1","TCGA-BRCA",14,14,7,2,3,0,1,0,0,0,1,2.70805020110221
"RPTOR","TCGA-BRCA",14,14,11,2,1,0,0,0,0,0,0,2.70805020110221
"SBF1","TCGA-BRCA",14,14,10,2,2,0,0,0,0,0,0,2.70805020110221
"SHANK1","TCGA-BRCA",14,14,12,0,2,0,0,0,0,0,0,2.70805020110221
"SIN3A","TCGA-BRCA",14,14,8,3,1,0,2,0,0,0,0,2.70805020110221
"SIPA1L1","TCGA-BRCA",14,14,13,1,0,0,0,0,0,0,0,2.70805020110221
"SLC4A4","TCGA-BRCA",14,14,12,1,0,0,0,1,0,0,0,2.70805020110221
"SUPT6H","TCGA-BRCA",14,14,13,1,0,0,0,0,0,0,0,2.70805020110221
"SYCP2","TCGA-BRCA",14,14,10,0,2,2,0,0,0,0,0,2.70805020110221
"TNIK","TCGA-BRCA",14,14,9,4,1,0,0,0,0,0,0,2.70805020110221
"TPTE","TCGA-BRCA",14,14,12,0,2,0,0,0,0,0,0,2.70805020110221
"TRIP11","TCGA-BRCA",14,14,12,1,0,1,0,0,0,0,0,2.70805020110221
"UHRF1BP1L","TCGA-BRCA",14,14,12,1,1,0,0,0,0,0,0,2.70805020110221
"UNC13A","TCGA-BRCA",14,14,12,1,0,1,0,0,0,0,0,2.70805020110221
"VCPIP1","TCGA-BRCA",14,14,11,2,0,0,1,0,0,0,0,2.70805020110221
"WWC3","TCGA-BRCA",14,14,9,3,2,0,0,0,0,0,0,2.70805020110221
"ZC3H11A","TCGA-BRCA",14,14,13,0,0,0,1,0,0,0,0,2.70805020110221
"ZNF41","TCGA-BRCA",14,14,11,1,1,0,0,0,0,1,0,2.70805020110221
"BRAP","TCGA-BRCA",7,9,7,0,0,0,0,0,0,0,0,2.6735676964455
"CACNA1I","TCGA-BRCA",7,9,6,1,0,0,0,0,0,0,0,2.6735676964455
"CCSER2","TCGA-BRCA",7,9,5,1,1,0,0,0,0,0,0,2.6735676964455
"CDC42BPG","TCGA-BRCA",7,9,4,1,2,0,0,0,0,0,0,2.6735676964455
"CXorf58","TCGA-BRCA",7,9,6,0,1,0,0,0,0,0,0,2.6735676964455
"DCT","TCGA-BRCA",7,9,5,2,0,0,0,0,0,0,0,2.6735676964455
"DDX60L","TCGA-BRCA",7,9,7,0,0,0,0,0,0,0,0,2.6735676964455
"DHX15","TCGA-BRCA",7,9,5,0,2,0,0,0,0,0,0,2.6735676964455
"FAM21C","TCGA-BRCA",7,9,5,2,0,0,0,0,0,0,0,2.6735676964455
"GOLGA1","TCGA-BRCA",7,9,4,3,0,0,0,0,0,0,0,2.6735676964455
"GPR155","TCGA-BRCA",7,9,4,1,0,1,0,1,0,0,0,2.6735676964455
"GRAMD1B","TCGA-BRCA",7,9,4,1,0,2,0,0,0,0,0,2.6735676964455
"IDH1","TCGA-BRCA",7,9,7,0,0,0,0,0,0,0,0,2.6735676964455
"ITGAE","TCGA-BRCA",7,9,5,1,1,0,0,0,0,0,0,2.6735676964455
"LRRC42","TCGA-BRCA",7,9,7,0,0,0,0,0,0,0,0,2.6735676964455
"MAN2A2","TCGA-BRCA",7,9,6,1,0,0,0,0,0,0,0,2.6735676964455
"MTA2","TCGA-BRCA",7,9,2,4,1,0,0,0,0,0,0,2.6735676964455
"NEUROD6","TCGA-BRCA",7,9,7,0,0,0,0,0,0,0,0,2.6735676964455
"NOA1","TCGA-BRCA",7,9,5,1,1,0,0,0,0,0,0,2.6735676964455
"PER3","TCGA-BRCA",7,9,5,2,0,0,0,0,0,0,0,2.6735676964455
"PHLPP2","TCGA-BRCA",7,9,6,1,0,0,0,0,0,0,0,2.6735676964455
"PIK3CD","TCGA-BRCA",7,9,6,1,0,0,0,0,0,0,0,2.6735676964455
"PLEKHG2","TCGA-BRCA",7,9,6,0,1,0,0,0,0,0,0,2.6735676964455
"PLVAP","TCGA-BRCA",7,9,4,1,1,1,0,0,0,0,0,2.6735676964455
"RNF111","TCGA-BRCA",7,9,4,3,0,0,0,0,0,0,0,2.6735676964455
"SLC16A1","TCGA-BRCA",7,9,6,1,0,0,0,0,0,0,0,2.6735676964455
"SMARCAL1","TCGA-BRCA",7,9,6,1,0,0,0,0,0,0,0,2.6735676964455
"TDRD9","TCGA-BRCA",7,9,6,1,0,0,0,0,0,0,0,2.6735676964455
"TUBGCP5","TCGA-BRCA",7,9,5,1,0,0,0,1,0,0,0,2.6735676964455
"UBP1","TCGA-BRCA",7,9,3,2,0,0,1,1,0,0,0,2.6735676964455
"ZNF534","TCGA-BRCA",7,9,6,0,1,0,0,0,0,0,0,2.6735676964455
"ADAMTS13","TCGA-BRCA",13,13,11,0,0,0,0,1,0,0,1,2.63905732961526
"ADAMTS17","TCGA-BRCA",13,13,12,0,1,0,0,0,0,0,0,2.63905732961526
"ADCY5","TCGA-BRCA",13,13,11,2,0,0,0,0,0,0,0,2.63905732961526
"AGBL3","TCGA-BRCA",13,13,10,0,3,0,0,0,0,0,0,2.63905732961526
"ARHGAP21","TCGA-BRCA",13,13,13,0,0,0,0,0,0,0,0,2.63905732961526
"ATP13A4","TCGA-BRCA",13,13,10,1,1,1,0,0,0,0,0,2.63905732961526
"ATXN1","TCGA-BRCA",13,13,11,2,0,0,0,0,0,0,0,2.63905732961526
"BCAS1","TCGA-BRCA",13,13,8,1,2,2,0,0,0,0,0,2.63905732961526
"BCORL1","TCGA-BRCA",13,13,11,0,1,0,1,0,0,0,0,2.63905732961526
"C12orf55","TCGA-BRCA",13,13,8,3,1,1,0,0,0,0,0,2.63905732961526
"CDH20","TCGA-BRCA",13,13,13,0,0,0,0,0,0,0,0,2.63905732961526
"CDH8","TCGA-BRCA",13,13,12,1,0,0,0,0,0,0,0,2.63905732961526
"CYFIP1","TCGA-BRCA",13,13,10,3,0,0,0,0,0,0,0,2.63905732961526
"DIAPH2","TCGA-BRCA",13,13,11,1,0,0,0,1,0,0,0,2.63905732961526
"DIP2A","TCGA-BRCA",13,13,12,1,0,0,0,0,0,0,0,2.63905732961526
"DLGAP2","TCGA-BRCA",13,13,9,1,2,1,0,0,0,0,0,2.63905732961526
"DOCK9","TCGA-BRCA",13,13,13,0,0,0,0,0,0,0,0,2.63905732961526
"EHMT1","TCGA-BRCA",13,13,10,1,1,1,0,0,0,0,0,2.63905732961526
"EP400","TCGA-BRCA",13,13,9,2,1,0,1,0,0,0,0,2.63905732961526
"EPHA5","TCGA-BRCA",13,13,12,1,0,0,0,0,0,0,0,2.63905732961526
"FAM13C","TCGA-BRCA",13,13,10,0,2,1,0,0,0,0,0,2.63905732961526
"GLI3","TCGA-BRCA",13,13,8,3,2,0,0,0,0,0,0,2.63905732961526
"GNL3L","TCGA-BRCA",13,13,10,2,0,1,0,0,0,0,0,2.63905732961526
"GPS2","TCGA-BRCA",13,13,1,7,3,1,0,1,0,0,0,2.63905732961526
"HDAC6","TCGA-BRCA",13,13,12,1,0,0,0,0,0,0,0,2.63905732961526
"HEATR5B","TCGA-BRCA",13,13,8,2,2,0,1,0,0,0,0,2.63905732961526
"HEPH","TCGA-BRCA",13,13,10,1,0,1,0,1,0,0,0,2.63905732961526
"JAK3","TCGA-BRCA",13,13,10,2,0,1,0,0,0,0,0,2.63905732961526
"KCNA4","TCGA-BRCA",13,13,10,2,1,0,0,0,0,0,0,2.63905732961526
"KDM2A","TCGA-BRCA",13,13,10,1,1,1,0,0,0,0,0,2.63905732961526
"LRP12","TCGA-BRCA",13,13,9,3,1,0,0,0,0,0,0,2.63905732961526
"MAGED1","TCGA-BRCA",13,13,9,2,2,0,0,0,0,0,0,2.63905732961526
"MARK1","TCGA-BRCA",13,13,11,2,0,0,0,0,0,0,0,2.63905732961526
"MBD5","TCGA-BRCA",13,13,8,2,2,1,0,0,0,0,0,2.63905732961526
"MYO15A","TCGA-BRCA",13,13,9,1,1,2,0,0,0,0,0,2.63905732961526
"N4BP2","TCGA-BRCA",13,13,12,0,1,0,0,0,0,0,0,2.63905732961526
"NAV2","TCGA-BRCA",13,13,9,2,2,0,0,0,0,0,0,2.63905732961526
"NLRP3","TCGA-BRCA",13,13,11,1,1,0,0,0,0,0,0,2.63905732961526
"NRD1","TCGA-BRCA",13,13,10,2,0,1,0,0,0,0,0,2.63905732961526
"NRIP1","TCGA-BRCA",13,13,9,1,1,0,0,2,0,0,0,2.63905732961526
"NRXN1","TCGA-BRCA",13,13,12,1,0,0,0,0,0,0,0,2.63905732961526
"PARP14","TCGA-BRCA",13,13,11,1,1,0,0,0,0,0,0,2.63905732961526
"PIKFYVE","TCGA-BRCA",13,13,9,2,0,2,0,0,0,0,0,2.63905732961526
"PPRC1","TCGA-BRCA",13,13,10,1,2,0,0,0,0,0,0,2.63905732961526
"PTCHD4","TCGA-BRCA",13,13,8,2,1,0,0,1,0,1,0,2.63905732961526
"QRICH2","TCGA-BRCA",13,13,12,0,1,0,0,0,0,0,0,2.63905732961526
"RBM12","TCGA-BRCA",13,13,8,2,2,0,1,0,0,0,0,2.63905732961526
"RIN3","TCGA-BRCA",13,13,10,1,1,1,0,0,0,0,0,2.63905732961526
"SH3KBP1","TCGA-BRCA",13,13,11,2,0,0,0,0,0,0,0,2.63905732961526
"SLC4A2","TCGA-BRCA",13,13,12,0,1,0,0,0,0,0,0,2.63905732961526
"SLC8A1","TCGA-BRCA",13,13,13,0,0,0,0,0,0,0,0,2.63905732961526
"SLCO2A1","TCGA-BRCA",13,13,10,1,2,0,0,0,0,0,0,2.63905732961526
"SLFN13","TCGA-BRCA",13,13,10,0,3,0,0,0,0,0,0,2.63905732961526
"SMARCA1","TCGA-BRCA",13,13,7,3,2,1,0,0,0,0,0,2.63905732961526
"TECTA","TCGA-BRCA",13,13,11,1,0,0,0,1,0,0,0,2.63905732961526
"TEX14","TCGA-BRCA",13,13,12,0,1,0,0,0,0,0,0,2.63905732961526
"TIAM2","TCGA-BRCA",13,13,10,1,0,1,1,0,0,0,0,2.63905732961526
"TMEM132C","TCGA-BRCA",13,13,12,1,0,0,0,0,0,0,0,2.63905732961526
"TRHDE","TCGA-BRCA",13,13,11,1,1,0,0,0,0,0,0,2.63905732961526
"TSHZ2","TCGA-BRCA",13,13,13,0,0,0,0,0,0,0,0,2.63905732961526
"UMODL1","TCGA-BRCA",13,13,10,2,1,0,0,0,0,0,0,2.63905732961526
"UPF2","TCGA-BRCA",13,13,9,0,4,0,0,0,0,0,0,2.63905732961526
"USP15","TCGA-BRCA",13,13,10,1,0,1,0,1,0,0,0,2.63905732961526
"WDR49","TCGA-BRCA",13,13,8,4,1,0,0,0,0,0,0,2.63905732961526
"WDR6","TCGA-BRCA",13,13,11,2,0,0,0,0,0,0,0,2.63905732961526
"WDR66","TCGA-BRCA",13,13,12,0,0,0,0,1,0,0,0,2.63905732961526
"XIRP1","TCGA-BRCA",13,13,12,1,0,0,0,0,0,0,0,2.63905732961526
"ZBBX","TCGA-BRCA",13,13,10,0,1,0,2,0,0,0,0,2.63905732961526
"ZMYM4","TCGA-BRCA",13,13,8,1,3,1,0,0,0,0,0,2.63905732961526
"ZNF540","TCGA-BRCA",13,13,11,0,1,0,1,0,0,0,0,2.63905732961526
"ZNF592","TCGA-BRCA",13,13,10,2,1,0,0,0,0,0,0,2.63905732961526
"ZNF687","TCGA-BRCA",13,13,8,2,0,1,0,2,0,0,0,2.63905732961526
"ABCC1","TCGA-BRCA",10,11,7,2,1,0,0,0,0,0,0,2.63768480007821
"ADAMTS14","TCGA-BRCA",10,11,9,1,0,0,0,0,0,0,0,2.63768480007821
"ADAMTS5","TCGA-BRCA",10,11,8,0,1,1,0,0,0,0,0,2.63768480007821
"ANKFN1","TCGA-BRCA",10,11,10,0,0,0,0,0,0,0,0,2.63768480007821
"ANKRD50","TCGA-BRCA",10,11,7,1,2,0,0,0,0,0,0,2.63768480007821
"AP3B1","TCGA-BRCA",10,11,7,3,0,0,0,0,0,0,0,2.63768480007821
"APAF1","TCGA-BRCA",10,11,8,0,1,0,1,0,0,0,0,2.63768480007821
"ARHGEF17","TCGA-BRCA",10,11,6,2,1,0,0,1,0,0,0,2.63768480007821
"ARHGEF2","TCGA-BRCA",10,11,8,1,0,1,0,0,0,0,0,2.63768480007821
"ASIC3","TCGA-BRCA",10,11,8,1,1,0,0,0,0,0,0,2.63768480007821
"ATP8B2","TCGA-BRCA",10,11,9,1,0,0,0,0,0,0,0,2.63768480007821
"ATP8B3","TCGA-BRCA",10,11,9,1,0,0,0,0,0,0,0,2.63768480007821
"C9orf84","TCGA-BRCA",10,11,7,1,1,0,0,1,0,0,0,2.63768480007821
"CARD6","TCGA-BRCA",10,11,7,0,2,1,0,0,0,0,0,2.63768480007821
"CASS4","TCGA-BRCA",10,11,10,0,0,0,0,0,0,0,0,2.63768480007821
"CCDC39","TCGA-BRCA",10,11,7,2,1,0,0,0,0,0,0,2.63768480007821
"CENPC","TCGA-BRCA",10,11,7,1,1,1,0,0,0,0,0,2.63768480007821
"COG1","TCGA-BRCA",10,11,9,0,0,1,0,0,0,0,0,2.63768480007821
"COL27A1","TCGA-BRCA",10,11,10,0,0,0,0,0,0,0,0,2.63768480007821
"CP","TCGA-BRCA",10,11,8,1,1,0,0,0,0,0,0,2.63768480007821
"CPXM1","TCGA-BRCA",10,11,8,1,0,1,0,0,0,0,0,2.63768480007821
"DDR2","TCGA-BRCA",10,11,10,0,0,0,0,0,0,0,0,2.63768480007821
"DPP6","TCGA-BRCA",10,11,9,0,1,0,0,0,0,0,0,2.63768480007821
"DSPP","TCGA-BRCA",10,11,8,1,1,0,0,0,0,0,0,2.63768480007821
"EEF1A1","TCGA-BRCA",10,11,7,1,1,0,0,1,0,0,0,2.63768480007821
"ENPP1","TCGA-BRCA",10,11,6,1,0,2,0,1,0,0,0,2.63768480007821
"EPHA4","TCGA-BRCA",10,11,6,2,1,0,1,0,0,0,0,2.63768480007821
"EPHB3","TCGA-BRCA",10,11,7,1,2,0,0,0,0,0,0,2.63768480007821
"FAM171A1","TCGA-BRCA",10,11,6,2,1,0,0,1,0,0,0,2.63768480007821
"FANCA","TCGA-BRCA",10,11,9,1,0,0,0,0,0,0,0,2.63768480007821
"FGD5","TCGA-BRCA",10,11,9,1,0,0,0,0,0,0,0,2.63768480007821
"FHDC1","TCGA-BRCA",10,11,8,1,0,0,1,0,0,0,0,2.63768480007821
"FILIP1","TCGA-BRCA",10,11,7,2,1,0,0,0,0,0,0,2.63768480007821
"GOLGA3","TCGA-BRCA",10,11,9,0,1,0,0,0,0,0,0,2.63768480007821
"GPR64","TCGA-BRCA",10,11,9,0,1,0,0,0,0,0,0,2.63768480007821
"HNRNPA2B1","TCGA-BRCA",10,11,6,3,1,0,0,0,0,0,0,2.63768480007821
"HOOK1","TCGA-BRCA",10,11,8,1,0,0,1,0,0,0,0,2.63768480007821
"IGF2BP2","TCGA-BRCA",10,11,6,3,1,0,0,0,0,0,0,2.63768480007821
"IGFN1","TCGA-BRCA",10,11,10,0,0,0,0,0,0,0,0,2.63768480007821
"IKBKAP","TCGA-BRCA",10,11,10,0,0,0,0,0,0,0,0,2.63768480007821
"IL6ST","TCGA-BRCA",10,11,8,0,2,0,0,0,0,0,0,2.63768480007821
"INO80D","TCGA-BRCA",10,11,6,1,3,0,0,0,0,0,0,2.63768480007821
"INTS1","TCGA-BRCA",10,11,7,2,0,1,0,0,0,0,0,2.63768480007821
"INTS2","TCGA-BRCA",10,11,9,0,0,1,0,0,0,0,0,2.63768480007821
"KCND2","TCGA-BRCA",10,11,8,1,1,0,0,0,0,0,0,2.63768480007821
"KCNH7","TCGA-BRCA",10,11,7,1,2,0,0,0,0,0,0,2.63768480007821
"KDM5A","TCGA-BRCA",10,11,8,1,0,0,0,1,0,0,0,2.63768480007821
"KIAA0319L","TCGA-BRCA",10,11,6,2,0,1,0,1,0,0,0,2.63768480007821
"KIAA0922","TCGA-BRCA",10,11,7,2,0,1,0,0,0,0,0,2.63768480007821
"KIAA1549","TCGA-BRCA",10,11,9,0,1,0,0,0,0,0,0,2.63768480007821
"KNTC1","TCGA-BRCA",10,11,8,0,1,1,0,0,0,0,0,2.63768480007821
"LAMA5","TCGA-BRCA",10,11,7,1,1,1,0,0,0,0,0,2.63768480007821
"LRRC37A3","TCGA-BRCA",10,11,9,0,0,1,0,0,0,0,0,2.63768480007821
"LSR","TCGA-BRCA",10,11,7,2,0,0,0,0,1,0,0,2.63768480007821
"MAGEC1","TCGA-BRCA",10,11,9,0,1,0,0,0,0,0,0,2.63768480007821
"MAGI3","TCGA-BRCA",10,11,7,1,1,0,0,1,0,0,0,2.63768480007821
"MLLT10","TCGA-BRCA",10,11,7,2,1,0,0,0,0,0,0,2.63768480007821
"NBEAL2","TCGA-BRCA",10,11,7,2,1,0,0,0,0,0,0,2.63768480007821
"NELL1","TCGA-BRCA",10,11,8,0,1,1,0,0,0,0,0,2.63768480007821
"NFKBIZ","TCGA-BRCA",10,11,8,1,0,0,0,1,0,0,0,2.63768480007821
"NOS2","TCGA-BRCA",10,11,9,1,0,0,0,0,0,0,0,2.63768480007821
"NRCAM","TCGA-BRCA",10,11,6,1,3,0,0,0,0,0,0,2.63768480007821
"NRDE2","TCGA-BRCA",10,11,7,1,2,0,0,0,0,0,0,2.63768480007821
"NYNRIN","TCGA-BRCA",10,11,9,1,0,0,0,0,0,0,0,2.63768480007821
"OCRL","TCGA-BRCA",10,11,8,2,0,0,0,0,0,0,0,2.63768480007821
"PAM","TCGA-BRCA",10,11,7,1,2,0,0,0,0,0,0,2.63768480007821
"PAXBP1","TCGA-BRCA",10,11,5,2,1,1,1,0,0,0,0,2.63768480007821
"PCDH1","TCGA-BRCA",10,11,6,3,1,0,0,0,0,0,0,2.63768480007821
"PCF11","TCGA-BRCA",10,11,7,0,3,0,0,0,0,0,0,2.63768480007821
"PEAK1","TCGA-BRCA",10,11,10,0,0,0,0,0,0,0,0,2.63768480007821
"PIK3C2A","TCGA-BRCA",10,11,6,2,0,0,1,1,0,0,0,2.63768480007821
"PITRM1","TCGA-BRCA",10,11,9,1,0,0,0,0,0,0,0,2.63768480007821
"PLEKHG1","TCGA-BRCA",10,11,9,1,0,0,0,0,0,0,0,2.63768480007821
"POTEH","TCGA-BRCA",10,11,9,0,0,0,1,0,0,0,0,2.63768480007821
"PPIP5K2","TCGA-BRCA",10,11,8,0,1,1,0,0,0,0,0,2.63768480007821
"PRG4","TCGA-BRCA",10,11,8,0,1,0,1,0,0,0,0,2.63768480007821
"PSIP1","TCGA-BRCA",10,11,3,3,0,2,1,1,0,0,0,2.63768480007821
"RAI2","TCGA-BRCA",10,11,8,1,1,0,0,0,0,0,0,2.63768480007821
"RBM25","TCGA-BRCA",10,11,9,0,1,0,0,0,0,0,0,2.63768480007821
"RBM27","TCGA-BRCA",10,11,8,1,0,0,0,1,0,0,0,2.63768480007821
"RBM44","TCGA-BRCA",10,11,8,2,0,0,0,0,0,0,0,2.63768480007821
"RFX4","TCGA-BRCA",10,11,8,0,2,0,0,0,0,0,0,2.63768480007821
"ROBO2","TCGA-BRCA",10,11,10,0,0,0,0,0,0,0,0,2.63768480007821
"RPGRIP1L","TCGA-BRCA",10,11,6,3,0,0,1,0,0,0,0,2.63768480007821
"SBNO1","TCGA-BRCA",10,11,7,2,0,1,0,0,0,0,0,2.63768480007821
"SCAF11","TCGA-BRCA",10,11,6,2,1,0,0,1,0,0,0,2.63768480007821
"SETBP1","TCGA-BRCA",10,11,7,2,0,0,1,0,0,0,0,2.63768480007821
"SH2B1","TCGA-BRCA",10,11,9,0,0,0,1,0,0,0,0,2.63768480007821
"SHPRH","TCGA-BRCA",10,11,9,0,1,0,0,0,0,0,0,2.63768480007821
"SLC1A6","TCGA-BRCA",10,11,9,0,0,1,0,0,0,0,0,2.63768480007821
"SLC39A12","TCGA-BRCA",10,11,7,0,3,0,0,0,0,0,0,2.63768480007821
"SLC39A6","TCGA-BRCA",10,11,8,2,0,0,0,0,0,0,0,2.63768480007821
"SLC9A8","TCGA-BRCA",10,11,9,1,0,0,0,0,0,0,0,2.63768480007821
"SLCO5A1","TCGA-BRCA",10,11,8,1,0,1,0,0,0,0,0,2.63768480007821
"SLITRK6","TCGA-BRCA",10,11,9,0,1,0,0,0,0,0,0,2.63768480007821
"SMARCC2","TCGA-BRCA",10,11,8,2,0,0,0,0,0,0,0,2.63768480007821
"SORBS2","TCGA-BRCA",10,11,8,2,0,0,0,0,0,0,0,2.63768480007821
"SOX6","TCGA-BRCA",10,11,8,1,0,0,0,1,0,0,0,2.63768480007821
"SPAG9","TCGA-BRCA",10,11,10,0,0,0,0,0,0,0,0,2.63768480007821
"SSFA2","TCGA-BRCA",10,11,9,1,0,0,0,0,0,0,0,2.63768480007821
"TCHHL1","TCGA-BRCA",10,11,9,1,0,0,0,0,0,0,0,2.63768480007821
"TDRD1","TCGA-BRCA",10,11,8,1,0,0,0,0,1,0,0,2.63768480007821
"TLR3","TCGA-BRCA",10,11,8,1,1,0,0,0,0,0,0,2.63768480007821
"TMTC4","TCGA-BRCA",10,11,8,1,0,1,0,0,0,0,0,2.63768480007821
"TRPC6","TCGA-BRCA",10,11,7,2,0,1,0,0,0,0,0,2.63768480007821
"TYRP1","TCGA-BRCA",10,11,6,3,1,0,0,0,0,0,0,2.63768480007821
"UFL1","TCGA-BRCA",10,11,8,1,0,1,0,0,0,0,0,2.63768480007821
"USH1C","TCGA-BRCA",10,11,7,1,1,1,0,0,0,0,0,2.63768480007821
"VCAM1","TCGA-BRCA",10,11,8,0,1,1,0,0,0,0,0,2.63768480007821
